victim_id,fir_id,injury_severity,complaint_type
VIC-00372,FIR-001702,MINOR,SELF
VIC-00643,FIR-001702,MINOR,THIRD_PARTY
VIC-01901,FIR-001703,MINOR,FAMILY_MEMBER
VIC-00987,FIR-001704,MINOR,THIRD_PARTY
VIC-00860,FIR-001704,MINOR,POLICE_SUO_MOTU
VIC-00517,FIR-001705,MODERATE,FAMILY_MEMBER
VIC-00945,FIR-001706,MINOR,SELF
VIC-03196,FIR-001706,SEVERE,SELF
VIC-03308,FIR-001707,MINOR,SELF
VIC-02454,FIR-001708,NONE,FAMILY_MEMBER
VIC-00239,FIR-001709,MINOR,SELF
VIC-00408,FIR-001710,NONE,SELF
VIC-02774,FIR-001711,NONE,SELF
VIC-02457,FIR-001712,NONE,FAMILY_MEMBER
VIC-03681,FIR-001713,NONE,SELF
VIC-03293,FIR-001714,SEVERE,SELF
VIC-01578,FIR-001714,MINOR,SELF
VIC-00310,FIR-001715,NONE,SELF
VIC-01180,FIR-001715,MODERATE,SELF
VIC-01212,FIR-001716,SEVERE,SELF
VIC-02865,FIR-001716,SEVERE,THIRD_PARTY
VIC-01753,FIR-001717,SEVERE,FAMILY_MEMBER
VIC-02699,FIR-001718,MINOR,THIRD_PARTY
VIC-03211,FIR-001719,MINOR,FAMILY_MEMBER
VIC-01953,FIR-001720,MINOR,SELF
VIC-02955,FIR-001720,MINOR,SELF
VIC-01601,FIR-001721,MINOR,SELF
VIC-03585,FIR-001722,MINOR,SELF
VIC-00620,FIR-001722,NONE,SELF
VIC-00294,FIR-001723,MODERATE,SELF
VIC-02651,FIR-001724,MINOR,SELF
VIC-01172,FIR-001725,MODERATE,FAMILY_MEMBER
VIC-00165,FIR-001725,NONE,FAMILY_MEMBER
VIC-03721,FIR-001726,NONE,FAMILY_MEMBER
VIC-03579,FIR-001727,NONE,FAMILY_MEMBER
VIC-01412,FIR-001728,MINOR,FAMILY_MEMBER
VIC-00855,FIR-001729,NONE,SELF
VIC-02923,FIR-001729,NONE,SELF
VIC-01356,FIR-001730,MINOR,THIRD_PARTY
VIC-02146,FIR-001731,NONE,SELF
VIC-00125,FIR-001732,MODERATE,THIRD_PARTY
VIC-01753,FIR-001732,NONE,SELF
VIC-00903,FIR-001733,MODERATE,SELF
VIC-01146,FIR-001734,NONE,SELF
VIC-03726,FIR-001734,NONE,POLICE_SUO_MOTU
VIC-03811,FIR-001735,MODERATE,FAMILY_MEMBER
VIC-01808,FIR-001736,MINOR,FAMILY_MEMBER
VIC-01142,FIR-001736,MODERATE,FAMILY_MEMBER
VIC-00089,FIR-001737,NONE,FAMILY_MEMBER
VIC-02370,FIR-001738,NONE,FAMILY_MEMBER
VIC-01368,FIR-001739,MODERATE,SELF
VIC-03138,FIR-001740,NONE,SELF
VIC-00907,FIR-001741,MODERATE,FAMILY_MEMBER
VIC-00883,FIR-001742,NONE,THIRD_PARTY
VIC-02358,FIR-001743,NONE,SELF
VIC-01521,FIR-001743,SEVERE,SELF
VIC-02022,FIR-001744,MINOR,POLICE_SUO_MOTU
VIC-03501,FIR-001744,MINOR,FAMILY_MEMBER
VIC-02019,FIR-001745,MODERATE,SELF
VIC-03540,FIR-001746,MINOR,FAMILY_MEMBER
VIC-00100,FIR-001746,NONE,FAMILY_MEMBER
VIC-01855,FIR-001747,MINOR,THIRD_PARTY
VIC-03172,FIR-001748,NONE,SELF
VIC-00640,FIR-001748,MINOR,THIRD_PARTY
VIC-03659,FIR-001749,NONE,SELF
VIC-00024,FIR-001750,MINOR,SELF
VIC-03310,FIR-001751,MINOR,SELF
VIC-03382,FIR-001752,NONE,THIRD_PARTY
VIC-02067,FIR-001753,NONE,THIRD_PARTY
VIC-03063,FIR-001753,SEVERE,SELF
VIC-01733,FIR-001754,MODERATE,FAMILY_MEMBER
VIC-02087,FIR-001755,NONE,POLICE_SUO_MOTU
VIC-02965,FIR-001756,MODERATE,SELF
VIC-02035,FIR-001757,MINOR,SELF
VIC-03591,FIR-001758,SEVERE,SELF
VIC-01518,FIR-001758,SEVERE,SELF
VIC-03552,FIR-001759,NONE,SELF
VIC-03720,FIR-001760,MINOR,SELF
VIC-03646,FIR-001761,MODERATE,SELF
VIC-00450,FIR-001762,MINOR,FAMILY_MEMBER
VIC-02831,FIR-001762,MODERATE,FAMILY_MEMBER
VIC-00310,FIR-001763,MODERATE,FAMILY_MEMBER
VIC-01171,FIR-001764,NONE,SELF
VIC-01114,FIR-001764,NONE,SELF
VIC-00311,FIR-001765,MINOR,THIRD_PARTY
VIC-00423,FIR-001766,NONE,FAMILY_MEMBER
VIC-01443,FIR-001767,MINOR,SELF
VIC-01859,FIR-001768,MINOR,SELF
VIC-03444,FIR-001769,MODERATE,SELF
VIC-00602,FIR-001770,MODERATE,FAMILY_MEMBER
VIC-02484,FIR-001771,MINOR,FAMILY_MEMBER
VIC-00422,FIR-001772,MINOR,SELF
VIC-03273,FIR-001773,MINOR,SELF
VIC-03386,FIR-001774,MODERATE,SELF
VIC-00828,FIR-001775,MINOR,SELF
VIC-03424,FIR-001776,NONE,POLICE_SUO_MOTU
VIC-01047,FIR-001777,NONE,SELF
VIC-01802,FIR-001778,MODERATE,SELF
VIC-01014,FIR-001779,MINOR,FAMILY_MEMBER
VIC-00653,FIR-001780,NONE,FAMILY_MEMBER
VIC-03709,FIR-001780,MODERATE,SELF
VIC-01353,FIR-001781,MINOR,SELF
VIC-02478,FIR-001782,MODERATE,SELF
VIC-00622,FIR-001783,MODERATE,SELF
VIC-03383,FIR-001783,MINOR,SELF
VIC-03323,FIR-001784,MINOR,SELF
VIC-03026,FIR-001785,MODERATE,SELF
VIC-03865,FIR-001786,NONE,SELF
VIC-01914,FIR-001787,MODERATE,THIRD_PARTY
VIC-03785,FIR-001788,MINOR,THIRD_PARTY
VIC-03136,FIR-001789,MODERATE,FAMILY_MEMBER
VIC-00684,FIR-001789,SEVERE,FAMILY_MEMBER
VIC-03892,FIR-001790,MODERATE,SELF
VIC-01307,FIR-001791,NONE,FAMILY_MEMBER
VIC-03775,FIR-001791,NONE,SELF
VIC-01816,FIR-001792,NONE,SELF
VIC-00577,FIR-001793,NONE,FAMILY_MEMBER
VIC-00213,FIR-001794,NONE,FAMILY_MEMBER
VIC-01832,FIR-001795,SEVERE,SELF
VIC-03801,FIR-001795,MODERATE,THIRD_PARTY
VIC-02387,FIR-001796,MINOR,SELF
VIC-02499,FIR-001796,MINOR,FAMILY_MEMBER
VIC-01213,FIR-001797,NONE,FAMILY_MEMBER
VIC-00961,FIR-001798,NONE,FAMILY_MEMBER
VIC-01502,FIR-001799,NONE,THIRD_PARTY
VIC-02763,FIR-001800,NONE,FAMILY_MEMBER
VIC-01880,FIR-001800,MINOR,POLICE_SUO_MOTU
VIC-02374,FIR-001801,NONE,SELF
VIC-01879,FIR-001802,NONE,FAMILY_MEMBER
VIC-00997,FIR-001802,MINOR,FAMILY_MEMBER
VIC-02404,FIR-001803,NONE,THIRD_PARTY
VIC-00394,FIR-001804,NONE,SELF
VIC-00037,FIR-001805,NONE,SELF
VIC-02296,FIR-001805,MINOR,SELF
VIC-01378,FIR-001806,MINOR,THIRD_PARTY
VIC-01306,FIR-001807,NONE,SELF
VIC-02016,FIR-001807,MODERATE,FAMILY_MEMBER
VIC-01934,FIR-001808,MINOR,THIRD_PARTY
VIC-02912,FIR-001809,MINOR,SELF
VIC-02781,FIR-001810,MODERATE,THIRD_PARTY
VIC-03861,FIR-001811,SEVERE,SELF
VIC-01734,FIR-001812,NONE,FAMILY_MEMBER
VIC-01365,FIR-001813,NONE,THIRD_PARTY
VIC-02041,FIR-001814,MINOR,SELF
VIC-02385,FIR-001814,MINOR,FAMILY_MEMBER
VIC-03622,FIR-001815,MINOR,SELF
VIC-00072,FIR-001816,NONE,FAMILY_MEMBER
VIC-00854,FIR-001817,MODERATE,SELF
VIC-00832,FIR-001818,MODERATE,THIRD_PARTY
VIC-00961,FIR-001819,NONE,SELF
VIC-02451,FIR-001820,MODERATE,THIRD_PARTY
VIC-01500,FIR-001821,NONE,SELF
VIC-02412,FIR-001822,NONE,FAMILY_MEMBER
VIC-03316,FIR-001823,SEVERE,THIRD_PARTY
VIC-00294,FIR-001824,MINOR,THIRD_PARTY
VIC-00265,FIR-001825,NONE,THIRD_PARTY
VIC-02798,FIR-001826,NONE,FAMILY_MEMBER
VIC-00904,FIR-001827,MINOR,SELF
VIC-01614,FIR-001828,NONE,THIRD_PARTY
VIC-00338,FIR-001829,NONE,SELF
VIC-01429,FIR-001830,MODERATE,THIRD_PARTY
VIC-03663,FIR-001831,MINOR,SELF
VIC-03327,FIR-001832,SEVERE,SELF
VIC-00362,FIR-001833,NONE,SELF
VIC-00869,FIR-001833,MINOR,FAMILY_MEMBER
VIC-02037,FIR-001834,SEVERE,FAMILY_MEMBER
VIC-00572,FIR-001835,NONE,FAMILY_MEMBER
VIC-02734,FIR-001836,MINOR,SELF
VIC-01459,FIR-001837,MINOR,FAMILY_MEMBER
VIC-03328,FIR-001837,MINOR,SELF
VIC-01961,FIR-001838,NONE,THIRD_PARTY
VIC-02223,FIR-001838,MODERATE,SELF
VIC-02155,FIR-001839,SEVERE,FAMILY_MEMBER
VIC-00364,FIR-001839,MODERATE,FAMILY_MEMBER
VIC-00705,FIR-001840,MINOR,SELF
VIC-03403,FIR-001841,MINOR,SELF
VIC-02637,FIR-001842,NONE,THIRD_PARTY
VIC-00768,FIR-001843,MINOR,FAMILY_MEMBER
VIC-02926,FIR-001843,MINOR,FAMILY_MEMBER
VIC-01255,FIR-001844,MINOR,SELF
VIC-01968,FIR-001845,MINOR,SELF
VIC-01558,FIR-001846,NONE,SELF
VIC-02282,FIR-001846,NONE,FAMILY_MEMBER
VIC-03126,FIR-001847,SEVERE,THIRD_PARTY
VIC-00448,FIR-001848,MODERATE,FAMILY_MEMBER
VIC-00772,FIR-001849,MINOR,POLICE_SUO_MOTU
VIC-03535,FIR-001850,NONE,SELF
VIC-01808,FIR-001851,NONE,SELF
VIC-02153,FIR-001851,MINOR,SELF
VIC-00018,FIR-001852,MODERATE,SELF
VIC-00742,FIR-001853,MINOR,SELF
VIC-02620,FIR-001854,MINOR,SELF
VIC-00069,FIR-001854,MODERATE,FAMILY_MEMBER
VIC-03593,FIR-001855,NONE,FAMILY_MEMBER
VIC-03423,FIR-001856,MINOR,SELF
VIC-00095,FIR-001857,MINOR,FAMILY_MEMBER
VIC-00664,FIR-001858,NONE,SELF
VIC-02597,FIR-001859,MINOR,SELF
VIC-00159,FIR-001860,MINOR,SELF
VIC-01072,FIR-001860,MODERATE,THIRD_PARTY
VIC-01064,FIR-001861,MODERATE,FAMILY_MEMBER
VIC-03247,FIR-001862,MODERATE,SELF
VIC-02027,FIR-001863,MODERATE,FAMILY_MEMBER
VIC-03758,FIR-001864,MINOR,FAMILY_MEMBER
VIC-03606,FIR-001864,MINOR,SELF
VIC-03232,FIR-001865,NONE,FAMILY_MEMBER
VIC-01042,FIR-001866,NONE,SELF
VIC-02249,FIR-001867,SEVERE,FAMILY_MEMBER
VIC-02106,FIR-001868,NONE,FAMILY_MEMBER
VIC-01216,FIR-001869,MINOR,THIRD_PARTY
VIC-02683,FIR-001870,MINOR,SELF
VIC-02026,FIR-001871,NONE,POLICE_SUO_MOTU
VIC-00985,FIR-001872,NONE,THIRD_PARTY
VIC-01937,FIR-001872,NONE,SELF
VIC-01191,FIR-001873,NONE,FAMILY_MEMBER
VIC-03160,FIR-001873,MODERATE,FAMILY_MEMBER
VIC-01232,FIR-001874,NONE,POLICE_SUO_MOTU
VIC-01382,FIR-001875,MODERATE,SELF
VIC-01252,FIR-001876,NONE,SELF
VIC-03851,FIR-001877,MINOR,SELF
VIC-03370,FIR-001877,NONE,SELF
VIC-03106,FIR-001878,MINOR,SELF
VIC-00931,FIR-001879,SEVERE,SELF
VIC-01290,FIR-001880,NONE,FAMILY_MEMBER
VIC-02809,FIR-001881,NONE,FAMILY_MEMBER
VIC-01373,FIR-001882,MINOR,SELF
VIC-02823,FIR-001883,MINOR,SELF
VIC-01134,FIR-001884,SEVERE,SELF
VIC-00930,FIR-001884,MODERATE,SELF
VIC-02801,FIR-001885,MINOR,FAMILY_MEMBER
VIC-02542,FIR-001886,MODERATE,FAMILY_MEMBER
VIC-03267,FIR-001886,MODERATE,THIRD_PARTY
VIC-01445,FIR-001887,MINOR,SELF
VIC-00757,FIR-001888,MODERATE,THIRD_PARTY
VIC-01779,FIR-001888,MODERATE,SELF
VIC-00455,FIR-001889,MINOR,SELF
VIC-02270,FIR-001890,MODERATE,SELF
VIC-01064,FIR-001891,MINOR,SELF
VIC-03723,FIR-001892,MINOR,FAMILY_MEMBER
VIC-02727,FIR-001893,SEVERE,SELF
VIC-02803,FIR-001894,NONE,SELF
VIC-03051,FIR-001894,NONE,SELF
VIC-00819,FIR-001895,NONE,SELF
VIC-03455,FIR-001895,NONE,SELF
VIC-01734,FIR-001896,MODERATE,FAMILY_MEMBER
VIC-01055,FIR-001897,MODERATE,SELF
VIC-02154,FIR-001898,NONE,POLICE_SUO_MOTU
VIC-00058,FIR-001899,MINOR,THIRD_PARTY
VIC-02472,FIR-001900,MODERATE,SELF
VIC-02534,FIR-001901,MINOR,THIRD_PARTY
VIC-02024,FIR-001901,SEVERE,SELF
VIC-02522,FIR-001902,MODERATE,SELF
VIC-02774,FIR-001903,MODERATE,SELF
VIC-03293,FIR-001903,NONE,SELF
VIC-00939,FIR-001904,MODERATE,SELF
VIC-00158,FIR-001904,NONE,SELF
VIC-00220,FIR-001905,NONE,FAMILY_MEMBER
VIC-00170,FIR-001905,MODERATE,SELF
VIC-00439,FIR-001906,NONE,SELF
VIC-01551,FIR-001907,MINOR,FAMILY_MEMBER
VIC-01200,FIR-001908,MINOR,FAMILY_MEMBER
VIC-00349,FIR-001909,MINOR,FAMILY_MEMBER
VIC-03617,FIR-001910,MINOR,SELF
VIC-02809,FIR-001911,MINOR,SELF
VIC-01982,FIR-001911,MINOR,FAMILY_MEMBER
VIC-03798,FIR-001912,MINOR,SELF
VIC-00519,FIR-001913,NONE,FAMILY_MEMBER
VIC-01852,FIR-001914,NONE,SELF
VIC-02808,FIR-001915,MINOR,FAMILY_MEMBER
VIC-03360,FIR-001916,MINOR,SELF
VIC-02324,FIR-001917,MODERATE,FAMILY_MEMBER
VIC-01783,FIR-001918,MODERATE,SELF
VIC-02105,FIR-001919,MINOR,SELF
VIC-03484,FIR-001920,MINOR,FAMILY_MEMBER
VIC-00805,FIR-001921,NONE,SELF
VIC-00728,FIR-001922,NONE,FAMILY_MEMBER
VIC-01000,FIR-001923,MINOR,FAMILY_MEMBER
VIC-03851,FIR-001924,NONE,SELF
VIC-02061,FIR-001925,NONE,FAMILY_MEMBER
VIC-00195,FIR-001926,NONE,FAMILY_MEMBER
VIC-01672,FIR-001927,MINOR,SELF
VIC-02198,FIR-001928,MODERATE,SELF
VIC-00395,FIR-001929,NONE,THIRD_PARTY
VIC-02724,FIR-001929,NONE,SELF
VIC-00411,FIR-001930,NONE,SELF
VIC-00655,FIR-001931,NONE,SELF
VIC-01482,FIR-001932,MODERATE,SELF
VIC-02807,FIR-001933,MODERATE,THIRD_PARTY
VIC-02143,FIR-001933,NONE,FAMILY_MEMBER
VIC-00038,FIR-001934,NONE,FAMILY_MEMBER
VIC-03844,FIR-001935,MODERATE,POLICE_SUO_MOTU
VIC-01909,FIR-001936,MODERATE,FAMILY_MEMBER
VIC-01975,FIR-001937,NONE,SELF
VIC-02863,FIR-001938,MODERATE,FAMILY_MEMBER
VIC-01871,FIR-001939,NONE,SELF
VIC-03570,FIR-001939,MODERATE,FAMILY_MEMBER
VIC-01314,FIR-001940,NONE,SELF
VIC-03133,FIR-001941,NONE,FAMILY_MEMBER
VIC-03271,FIR-001942,MINOR,SELF
VIC-01722,FIR-001942,MINOR,SELF
VIC-03370,FIR-001943,NONE,SELF
VIC-01799,FIR-001944,MINOR,FAMILY_MEMBER
VIC-02053,FIR-001945,MINOR,FAMILY_MEMBER
VIC-01452,FIR-001946,MINOR,SELF
VIC-03397,FIR-001946,NONE,FAMILY_MEMBER
VIC-01525,FIR-001947,NONE,SELF
VIC-03491,FIR-001948,MINOR,FAMILY_MEMBER
VIC-02458,FIR-001949,NONE,FAMILY_MEMBER
VIC-01183,FIR-001949,MINOR,POLICE_SUO_MOTU
VIC-03629,FIR-001950,NONE,SELF
VIC-01216,FIR-001951,SEVERE,SELF
VIC-00397,FIR-001952,MINOR,SELF
VIC-01535,FIR-001952,NONE,SELF
VIC-02179,FIR-001953,MODERATE,SELF
VIC-00112,FIR-001954,MODERATE,SELF
VIC-02316,FIR-001954,NONE,SELF
VIC-00470,FIR-001955,MINOR,FAMILY_MEMBER
VIC-00602,FIR-001956,NONE,FAMILY_MEMBER
VIC-02986,FIR-001957,NONE,THIRD_PARTY
VIC-02362,FIR-001957,SEVERE,FAMILY_MEMBER
VIC-03884,FIR-001958,MINOR,FAMILY_MEMBER
VIC-01571,FIR-001959,NONE,SELF
VIC-02940,FIR-001960,SEVERE,SELF
VIC-00698,FIR-001961,NONE,SELF
VIC-00084,FIR-001962,NONE,SELF
VIC-03875,FIR-001963,MINOR,SELF
VIC-01836,FIR-001964,MINOR,FAMILY_MEMBER
VIC-02133,FIR-001964,MINOR,THIRD_PARTY
VIC-02517,FIR-001965,MINOR,FAMILY_MEMBER
VIC-00553,FIR-001966,NONE,SELF
VIC-03239,FIR-001967,NONE,SELF
VIC-02539,FIR-001968,MINOR,SELF
VIC-01773,FIR-001969,NONE,SELF
VIC-03499,FIR-001969,SEVERE,FAMILY_MEMBER
VIC-01671,FIR-001970,NONE,SELF
VIC-01502,FIR-001971,MODERATE,SELF
VIC-01698,FIR-001972,NONE,FAMILY_MEMBER
VIC-03744,FIR-001973,MINOR,SELF
VIC-02153,FIR-001974,MODERATE,FAMILY_MEMBER
VIC-00220,FIR-001975,NONE,POLICE_SUO_MOTU
VIC-02806,FIR-001976,MINOR,SELF
VIC-01426,FIR-001977,NONE,FAMILY_MEMBER
VIC-03287,FIR-001978,SEVERE,SELF
VIC-00992,FIR-001979,NONE,FAMILY_MEMBER
VIC-01097,FIR-001979,MINOR,FAMILY_MEMBER
VIC-03420,FIR-001980,NONE,SELF
VIC-01212,FIR-001981,NONE,FAMILY_MEMBER
VIC-01725,FIR-001982,SEVERE,THIRD_PARTY
VIC-02401,FIR-001983,MINOR,THIRD_PARTY
VIC-03001,FIR-001984,NONE,FAMILY_MEMBER
VIC-03654,FIR-001985,NONE,SELF
VIC-02870,FIR-001986,MODERATE,SELF
VIC-03028,FIR-001987,MODERATE,THIRD_PARTY
VIC-03409,FIR-001987,MINOR,SELF
VIC-03355,FIR-001988,MODERATE,SELF
VIC-00498,FIR-001989,MINOR,SELF
VIC-01058,FIR-001990,NONE,SELF
VIC-00958,FIR-001991,NONE,SELF
VIC-02471,FIR-001991,NONE,THIRD_PARTY
VIC-02136,FIR-001992,MINOR,SELF
VIC-00189,FIR-001992,MINOR,SELF
VIC-03229,FIR-001993,MINOR,SELF
VIC-00132,FIR-001994,MINOR,FAMILY_MEMBER
VIC-01922,FIR-001995,MINOR,THIRD_PARTY
VIC-03792,FIR-001996,NONE,SELF
VIC-00884,FIR-001997,SEVERE,SELF
VIC-01959,FIR-001998,MINOR,SELF
VIC-02895,FIR-001998,NONE,SELF
VIC-02665,FIR-001999,NONE,SELF
VIC-01108,FIR-001999,NONE,FAMILY_MEMBER
VIC-00941,FIR-002000,MODERATE,SELF
VIC-01007,FIR-002000,NONE,SELF
VIC-00386,FIR-002001,MODERATE,SELF
VIC-03022,FIR-002002,SEVERE,THIRD_PARTY
VIC-02659,FIR-002002,NONE,FAMILY_MEMBER
VIC-01507,FIR-002003,NONE,FAMILY_MEMBER
VIC-03664,FIR-002004,SEVERE,SELF
VIC-00267,FIR-002005,SEVERE,SELF
VIC-02360,FIR-002006,NONE,SELF
VIC-02540,FIR-002007,MODERATE,THIRD_PARTY
VIC-03404,FIR-002008,MINOR,SELF
VIC-02595,FIR-002009,MINOR,SELF
VIC-00312,FIR-002010,MINOR,THIRD_PARTY
VIC-02634,FIR-002010,NONE,SELF
VIC-02368,FIR-002011,MINOR,SELF
VIC-01968,FIR-002012,NONE,SELF
VIC-01735,FIR-002013,MINOR,FAMILY_MEMBER
VIC-02201,FIR-002014,NONE,FAMILY_MEMBER
VIC-03370,FIR-002015,MINOR,FAMILY_MEMBER
VIC-00541,FIR-002016,MODERATE,SELF
VIC-00610,FIR-002017,NONE,SELF
VIC-00770,FIR-002018,NONE,SELF
VIC-02207,FIR-002019,MINOR,POLICE_SUO_MOTU
VIC-01936,FIR-002019,NONE,THIRD_PARTY
VIC-03697,FIR-002020,MINOR,FAMILY_MEMBER
VIC-01483,FIR-002021,MODERATE,SELF
VIC-01572,FIR-002022,SEVERE,THIRD_PARTY
VIC-01843,FIR-002023,NONE,SELF
VIC-01423,FIR-002024,NONE,FAMILY_MEMBER
VIC-03701,FIR-002024,SEVERE,THIRD_PARTY
VIC-03601,FIR-002025,SEVERE,SELF
VIC-00034,FIR-002025,NONE,SELF
VIC-01283,FIR-002026,NONE,FAMILY_MEMBER
VIC-01287,FIR-002026,NONE,SELF
VIC-00019,FIR-002027,NONE,FAMILY_MEMBER
VIC-01123,FIR-002027,NONE,SELF
VIC-01167,FIR-002028,MODERATE,FAMILY_MEMBER
VIC-01777,FIR-002029,MINOR,FAMILY_MEMBER
VIC-00068,FIR-002030,MINOR,SELF
VIC-00092,FIR-002031,MODERATE,THIRD_PARTY
VIC-03467,FIR-002032,NONE,SELF
VIC-02321,FIR-002033,MODERATE,SELF
VIC-03873,FIR-002034,MINOR,SELF
VIC-01469,FIR-002034,MINOR,FAMILY_MEMBER
VIC-02224,FIR-002035,MODERATE,SELF
VIC-02013,FIR-002036,MINOR,SELF
VIC-00838,FIR-002037,NONE,SELF
VIC-02502,FIR-002037,MODERATE,POLICE_SUO_MOTU
VIC-03617,FIR-002038,SEVERE,THIRD_PARTY
VIC-02645,FIR-002039,NONE,SELF
VIC-03885,FIR-002040,NONE,SELF
VIC-00256,FIR-002040,SEVERE,FAMILY_MEMBER
VIC-02880,FIR-002041,MINOR,SELF
VIC-01232,FIR-002042,SEVERE,THIRD_PARTY
VIC-02796,FIR-002043,MODERATE,SELF
VIC-01753,FIR-002044,MODERATE,FAMILY_MEMBER
VIC-01233,FIR-002044,MINOR,FAMILY_MEMBER
VIC-01022,FIR-002045,MINOR,SELF
VIC-03521,FIR-002046,MINOR,SELF
VIC-01437,FIR-002047,NONE,FAMILY_MEMBER
VIC-03483,FIR-002048,MODERATE,SELF
VIC-00345,FIR-002049,SEVERE,FAMILY_MEMBER
VIC-02633,FIR-002050,SEVERE,THIRD_PARTY
VIC-01830,FIR-002051,NONE,SELF
VIC-01587,FIR-002052,NONE,SELF
VIC-00884,FIR-002053,NONE,FAMILY_MEMBER
VIC-02438,FIR-002053,NONE,SELF
VIC-02944,FIR-002054,NONE,SELF
VIC-00804,FIR-002055,NONE,SELF
VIC-03450,FIR-002056,MODERATE,SELF
VIC-03629,FIR-002057,MINOR,SELF
VIC-01891,FIR-002057,MODERATE,SELF
VIC-01004,FIR-002058,SEVERE,SELF
VIC-02201,FIR-002059,SEVERE,FAMILY_MEMBER
VIC-02032,FIR-002060,NONE,SELF
VIC-01534,FIR-002060,MINOR,FAMILY_MEMBER
VIC-03438,FIR-002061,MINOR,SELF
VIC-01828,FIR-002062,MODERATE,FAMILY_MEMBER
VIC-03086,FIR-002063,MODERATE,SELF
VIC-02284,FIR-002063,MINOR,SELF
VIC-00245,FIR-002064,MINOR,SELF
VIC-01824,FIR-002064,NONE,SELF
VIC-03140,FIR-002065,NONE,FAMILY_MEMBER
VIC-03231,FIR-002066,NONE,FAMILY_MEMBER
VIC-00138,FIR-002067,MODERATE,SELF
VIC-00992,FIR-002068,MODERATE,FAMILY_MEMBER
VIC-03279,FIR-002069,NONE,FAMILY_MEMBER
VIC-00739,FIR-002070,SEVERE,THIRD_PARTY
VIC-00131,FIR-002071,MINOR,THIRD_PARTY
VIC-02901,FIR-002072,NONE,SELF
VIC-00288,FIR-002073,NONE,SELF
VIC-03087,FIR-002073,MINOR,THIRD_PARTY
VIC-03136,FIR-002074,MINOR,FAMILY_MEMBER
VIC-00330,FIR-002075,NONE,SELF
VIC-03068,FIR-002076,SEVERE,FAMILY_MEMBER
VIC-01747,FIR-002076,NONE,FAMILY_MEMBER
VIC-00381,FIR-002077,MINOR,FAMILY_MEMBER
VIC-00001,FIR-002078,NONE,SELF
VIC-02667,FIR-002079,MODERATE,THIRD_PARTY
VIC-02516,FIR-002080,NONE,SELF
VIC-02460,FIR-002081,MINOR,SELF
VIC-02943,FIR-002082,NONE,SELF
VIC-00736,FIR-002083,MINOR,THIRD_PARTY
VIC-03434,FIR-002084,MINOR,SELF
VIC-00716,FIR-002084,SEVERE,SELF
VIC-03587,FIR-002085,NONE,SELF
VIC-01848,FIR-002086,MODERATE,SELF
VIC-01859,FIR-002087,MODERATE,SELF
VIC-03542,FIR-002088,NONE,SELF
VIC-01156,FIR-002089,NONE,THIRD_PARTY
VIC-03754,FIR-002090,MODERATE,FAMILY_MEMBER
VIC-01464,FIR-002091,SEVERE,SELF
VIC-03521,FIR-002092,MINOR,SELF
VIC-01239,FIR-002093,NONE,SELF
VIC-01502,FIR-002093,NONE,FAMILY_MEMBER
VIC-01532,FIR-002094,NONE,THIRD_PARTY
VIC-02190,FIR-002095,MODERATE,SELF
VIC-03833,FIR-002095,MINOR,SELF
VIC-02003,FIR-002096,MINOR,SELF
VIC-00238,FIR-002097,MODERATE,SELF
VIC-02775,FIR-002097,MODERATE,SELF
VIC-01537,FIR-002098,NONE,THIRD_PARTY
VIC-00454,FIR-002099,NONE,SELF
VIC-00882,FIR-002099,MINOR,THIRD_PARTY
VIC-02182,FIR-002100,MODERATE,FAMILY_MEMBER
VIC-00169,FIR-002101,MODERATE,POLICE_SUO_MOTU
VIC-01058,FIR-002102,MODERATE,SELF
VIC-02486,FIR-002102,SEVERE,SELF
VIC-02492,FIR-002103,MODERATE,FAMILY_MEMBER
VIC-00992,FIR-002103,SEVERE,THIRD_PARTY
VIC-00242,FIR-002104,MINOR,SELF
VIC-00339,FIR-002104,NONE,SELF
VIC-03616,FIR-002105,MINOR,SELF
VIC-01314,FIR-002106,NONE,SELF
VIC-01216,FIR-002106,NONE,SELF
VIC-03661,FIR-002107,NONE,POLICE_SUO_MOTU
VIC-02249,FIR-002108,NONE,FAMILY_MEMBER
VIC-03439,FIR-002109,MODERATE,SELF
VIC-03631,FIR-002110,NONE,FAMILY_MEMBER
VIC-00753,FIR-002110,MINOR,SELF
VIC-03707,FIR-002111,MINOR,SELF
VIC-00337,FIR-002112,SEVERE,THIRD_PARTY
VIC-02090,FIR-002113,SEVERE,FAMILY_MEMBER
VIC-02445,FIR-002113,NONE,SELF
VIC-02877,FIR-002114,MODERATE,FAMILY_MEMBER
VIC-01025,FIR-002114,NONE,FAMILY_MEMBER
VIC-03377,FIR-002115,MINOR,SELF
VIC-02045,FIR-002116,NONE,FAMILY_MEMBER
VIC-03423,FIR-002117,MINOR,FAMILY_MEMBER
VIC-03474,FIR-002118,MINOR,SELF
VIC-02902,FIR-002118,NONE,SELF
VIC-02515,FIR-002119,MINOR,THIRD_PARTY
VIC-03114,FIR-002120,NONE,FAMILY_MEMBER
VIC-00598,FIR-002121,NONE,POLICE_SUO_MOTU
VIC-01095,FIR-002122,MINOR,FAMILY_MEMBER
VIC-00784,FIR-002123,MINOR,THIRD_PARTY
VIC-01210,FIR-002124,NONE,THIRD_PARTY
VIC-03624,FIR-002125,SEVERE,FAMILY_MEMBER
