fir_id,location_id,exact_address,landmark
FIR-000396,LOC-00104,"Near LOC-00104, Bengaluru Rural",Petrol Bunk
FIR-000397,LOC-00105,"Near LOC-00105, Bengaluru Rural",Petrol Bunk
FIR-000398,LOC-00119,"Near LOC-00119, Bengaluru Rural",Bus Stand
FIR-000399,LOC-00121,"Near LOC-00121, Bengaluru Rural",Bus Stand
FIR-000400,LOC-00103,"Near LOC-00103, Bengaluru Rural",Petrol Bunk
FIR-000401,LOC-00111,"Near LOC-00111, Bengaluru Rural",Temple
FIR-000402,LOC-00113,"Near LOC-00113, Bengaluru Rural",Market
FIR-000403,LOC-00110,"Near LOC-00110, Bengaluru Rural",Bus Stand
FIR-000404,LOC-00100,"Near LOC-00100, Bengaluru Rural",Bus Stand
FIR-000405,LOC-00114,"Near LOC-00114, Bengaluru Rural",Bus Stand
FIR-000406,LOC-00113,"Near LOC-00113, Bengaluru Rural",Bus Stand
FIR-000407,LOC-00119,"Near LOC-00119, Bengaluru Rural",School
FIR-000408,LOC-00102,"Near LOC-00102, Bengaluru Rural",Petrol Bunk
FIR-000409,LOC-00116,"Near LOC-00116, Bengaluru Rural",Circle
FIR-000410,LOC-00122,"Near LOC-00122, Bengaluru Rural",Market
FIR-000411,LOC-00100,"Near LOC-00100, Bengaluru Rural",Temple
FIR-000412,LOC-00125,"Near LOC-00125, Bengaluru Rural",Bus Stand
FIR-000413,LOC-00119,"Near LOC-00119, Bengaluru Rural",Market
FIR-000414,LOC-00107,"Near LOC-00107, Bengaluru Rural",School
FIR-000415,LOC-00112,"Near LOC-00112, Bengaluru Rural",Circle
FIR-000416,LOC-00110,"Near LOC-00110, Bengaluru Rural",Market
FIR-000417,LOC-00120,"Near LOC-00120, Bengaluru Rural",Market
FIR-000418,LOC-00115,"Near LOC-00115, Bengaluru Rural",Market
FIR-000419,LOC-00113,"Near LOC-00113, Bengaluru Rural",Petrol Bunk
FIR-000420,LOC-00111,"Near LOC-00111, Bengaluru Rural",Circle
FIR-000421,LOC-00110,"Near LOC-00110, Bengaluru Rural",Bus Stand
FIR-000422,LOC-00100,"Near LOC-00100, Bengaluru Rural",Bus Stand
FIR-000423,LOC-00119,"Near LOC-00119, Bengaluru Rural",Market
FIR-000424,LOC-00102,"Near LOC-00102, Bengaluru Rural",Circle
FIR-000425,LOC-00103,"Near LOC-00103, Bengaluru Rural",School
FIR-000426,LOC-00113,"Near LOC-00113, Bengaluru Rural",Bus Stand
FIR-000427,LOC-00098,"Near LOC-00098, Bengaluru Rural",Market
FIR-000428,LOC-00102,"Near LOC-00102, Bengaluru Rural",Bus Stand
FIR-000429,LOC-00119,"Near LOC-00119, Bengaluru Rural",Petrol Bunk
FIR-000430,LOC-00116,"Near LOC-00116, Bengaluru Rural",Circle
FIR-000431,LOC-00111,"Near LOC-00111, Bengaluru Rural",Petrol Bunk
FIR-000432,LOC-00113,"Near LOC-00113, Bengaluru Rural",Bus Stand
FIR-000433,LOC-00113,"Near LOC-00113, Bengaluru Rural",Petrol Bunk
FIR-000434,LOC-00125,"Near LOC-00125, Bengaluru Rural",Temple
FIR-000435,LOC-00123,"Near LOC-00123, Bengaluru Rural",Bus Stand
FIR-000436,LOC-00101,"Near LOC-00101, Bengaluru Rural",Bus Stand
FIR-000437,LOC-00125,"Near LOC-00125, Bengaluru Rural",Temple
FIR-000438,LOC-00121,"Near LOC-00121, Bengaluru Rural",School
FIR-000439,LOC-00104,"Near LOC-00104, Bengaluru Rural",Petrol Bunk
FIR-000440,LOC-00099,"Near LOC-00099, Bengaluru Rural",School
FIR-000441,LOC-00119,"Near LOC-00119, Bengaluru Rural",Bus Stand
FIR-000442,LOC-00102,"Near LOC-00102, Bengaluru Rural",Circle
FIR-000443,LOC-00102,"Near LOC-00102, Bengaluru Rural",Market
FIR-000444,LOC-00124,"Near LOC-00124, Bengaluru Rural",School
FIR-000445,LOC-00114,"Near LOC-00114, Bengaluru Rural",Bus Stand
FIR-000446,LOC-00107,"Near LOC-00107, Bengaluru Rural",School
FIR-000447,LOC-00113,"Near LOC-00113, Bengaluru Rural",School
FIR-000448,LOC-00101,"Near LOC-00101, Bengaluru Rural",Market
FIR-000449,LOC-00109,"Near LOC-00109, Bengaluru Rural",School
FIR-000450,LOC-00121,"Near LOC-00121, Bengaluru Rural",Market
FIR-000451,LOC-00118,"Near LOC-00118, Bengaluru Rural",Bus Stand
FIR-000452,LOC-00104,"Near LOC-00104, Bengaluru Rural",Circle
FIR-000453,LOC-00123,"Near LOC-00123, Bengaluru Rural",Circle
FIR-000454,LOC-00099,"Near LOC-00099, Bengaluru Rural",Temple
FIR-000455,LOC-00113,"Near LOC-00113, Bengaluru Rural",Temple
FIR-000456,LOC-00107,"Near LOC-00107, Bengaluru Rural",Bus Stand
FIR-000457,LOC-00124,"Near LOC-00124, Bengaluru Rural",Circle
FIR-000458,LOC-00117,"Near LOC-00117, Bengaluru Rural",Circle
FIR-000459,LOC-00102,"Near LOC-00102, Bengaluru Rural",Petrol Bunk
FIR-000460,LOC-00105,"Near LOC-00105, Bengaluru Rural",Petrol Bunk
FIR-000461,LOC-00102,"Near LOC-00102, Bengaluru Rural",Bus Stand
FIR-000462,LOC-00120,"Near LOC-00120, Bengaluru Rural",School
FIR-000463,LOC-00125,"Near LOC-00125, Bengaluru Rural",Circle
FIR-000464,LOC-00104,"Near LOC-00104, Bengaluru Rural",Market
FIR-000465,LOC-00115,"Near LOC-00115, Bengaluru Rural",Circle
FIR-000466,LOC-00122,"Near LOC-00122, Bengaluru Rural",Circle
FIR-000467,LOC-00120,"Near LOC-00120, Bengaluru Rural",Temple
FIR-000468,LOC-00112,"Near LOC-00112, Bengaluru Rural",Market
FIR-000469,LOC-00125,"Near LOC-00125, Bengaluru Rural",Market
FIR-000470,LOC-00113,"Near LOC-00113, Bengaluru Rural",Market
FIR-000471,LOC-00104,"Near LOC-00104, Bengaluru Rural",Temple
FIR-000472,LOC-00108,"Near LOC-00108, Bengaluru Rural",Bus Stand
FIR-000473,LOC-00125,"Near LOC-00125, Bengaluru Rural",Bus Stand
FIR-000474,LOC-00109,"Near LOC-00109, Bengaluru Rural",School
FIR-000475,LOC-00111,"Near LOC-00111, Bengaluru Rural",Circle
FIR-000476,LOC-00103,"Near LOC-00103, Bengaluru Rural",Market
FIR-000477,LOC-00114,"Near LOC-00114, Bengaluru Rural",School
FIR-000478,LOC-00108,"Near LOC-00108, Bengaluru Rural",Market
FIR-000479,LOC-00116,"Near LOC-00116, Bengaluru Rural",Temple
FIR-000480,LOC-00111,"Near LOC-00111, Bengaluru Rural",Bus Stand
FIR-000481,LOC-00171,"Near LOC-00171, Bengaluru Urban",Bus Stand
FIR-000482,LOC-00138,"Near LOC-00138, Bengaluru Urban",Temple
FIR-000483,LOC-00146,"Near LOC-00146, Bengaluru Urban",Petrol Bunk
FIR-000484,LOC-00198,"Near LOC-00198, Bengaluru Urban",Temple
FIR-000485,LOC-00132,"Near LOC-00132, Bengaluru Urban",School
FIR-000486,LOC-00199,"Near LOC-00199, Bengaluru Urban",Bus Stand
FIR-000487,LOC-00175,"Near LOC-00175, Bengaluru Urban",School
FIR-000488,LOC-00192,"Near LOC-00192, Bengaluru Urban",Market
FIR-000489,LOC-00202,"Near LOC-00202, Bengaluru Urban",Bus Stand
FIR-000490,LOC-00168,"Near LOC-00168, Bengaluru Urban",Temple
FIR-000491,LOC-00170,"Near LOC-00170, Bengaluru Urban",Circle
FIR-000492,LOC-00191,"Near LOC-00191, Bengaluru Urban",Bus Stand
FIR-000493,LOC-00155,"Near LOC-00155, Bengaluru Urban",Circle
FIR-000494,LOC-00137,"Near LOC-00137, Bengaluru Urban",Temple
FIR-000495,LOC-00132,"Near LOC-00132, Bengaluru Urban",Bus Stand
FIR-000496,LOC-00180,"Near LOC-00180, Bengaluru Urban",Market
FIR-000497,LOC-00193,"Near LOC-00193, Bengaluru Urban",Market
FIR-000498,LOC-00128,"Near LOC-00128, Bengaluru Urban",Circle
FIR-000499,LOC-00165,"Near LOC-00165, Bengaluru Urban",Market
FIR-000500,LOC-00165,"Near LOC-00165, Bengaluru Urban",Bus Stand
FIR-000501,LOC-00139,"Near LOC-00139, Bengaluru Urban",Petrol Bunk
FIR-000502,LOC-00181,"Near LOC-00181, Bengaluru Urban",School
FIR-000503,LOC-00127,"Near LOC-00127, Bengaluru Urban",School
FIR-000504,LOC-00183,"Near LOC-00183, Bengaluru Urban",Market
FIR-000505,LOC-00182,"Near LOC-00182, Bengaluru Urban",Bus Stand
FIR-000506,LOC-00171,"Near LOC-00171, Bengaluru Urban",Petrol Bunk
FIR-000507,LOC-00165,"Near LOC-00165, Bengaluru Urban",Market
FIR-000508,LOC-00206,"Near LOC-00206, Bengaluru Urban",Temple
FIR-000509,LOC-00133,"Near LOC-00133, Bengaluru Urban",Bus Stand
FIR-000510,LOC-00172,"Near LOC-00172, Bengaluru Urban",School
FIR-000511,LOC-00138,"Near LOC-00138, Bengaluru Urban",Temple
FIR-000512,LOC-00184,"Near LOC-00184, Bengaluru Urban",Bus Stand
FIR-000513,LOC-00146,"Near LOC-00146, Bengaluru Urban",Circle
FIR-000514,LOC-00170,"Near LOC-00170, Bengaluru Urban",Market
FIR-000515,LOC-00174,"Near LOC-00174, Bengaluru Urban",Temple
FIR-000516,LOC-00160,"Near LOC-00160, Bengaluru Urban",Petrol Bunk
FIR-000517,LOC-00162,"Near LOC-00162, Bengaluru Urban",Circle
FIR-000518,LOC-00153,"Near LOC-00153, Bengaluru Urban",Circle
FIR-000519,LOC-00128,"Near LOC-00128, Bengaluru Urban",School
FIR-000520,LOC-00139,"Near LOC-00139, Bengaluru Urban",School
FIR-000521,LOC-00138,"Near LOC-00138, Bengaluru Urban",Temple
FIR-000522,LOC-00127,"Near LOC-00127, Bengaluru Urban",Market
FIR-000523,LOC-00206,"Near LOC-00206, Bengaluru Urban",Market
FIR-000524,LOC-00157,"Near LOC-00157, Bengaluru Urban",Petrol Bunk
FIR-000525,LOC-00182,"Near LOC-00182, Bengaluru Urban",Bus Stand
FIR-000526,LOC-00194,"Near LOC-00194, Bengaluru Urban",Market
FIR-000527,LOC-00133,"Near LOC-00133, Bengaluru Urban",School
FIR-000528,LOC-00177,"Near LOC-00177, Bengaluru Urban",Market
FIR-000529,LOC-00148,"Near LOC-00148, Bengaluru Urban",Circle
FIR-000530,LOC-00142,"Near LOC-00142, Bengaluru Urban",Petrol Bunk
FIR-000531,LOC-00137,"Near LOC-00137, Bengaluru Urban",Temple
FIR-000532,LOC-00135,"Near LOC-00135, Bengaluru Urban",School
FIR-000533,LOC-00189,"Near LOC-00189, Bengaluru Urban",Temple
FIR-000534,LOC-00176,"Near LOC-00176, Bengaluru Urban",Market
FIR-000535,LOC-00139,"Near LOC-00139, Bengaluru Urban",Market
FIR-000536,LOC-00164,"Near LOC-00164, Bengaluru Urban",Petrol Bunk
FIR-000537,LOC-00201,"Near LOC-00201, Bengaluru Urban",Bus Stand
FIR-000538,LOC-00179,"Near LOC-00179, Bengaluru Urban",Petrol Bunk
FIR-000539,LOC-00126,"Near LOC-00126, Bengaluru Urban",Temple
FIR-000540,LOC-00202,"Near LOC-00202, Bengaluru Urban",Petrol Bunk
FIR-000541,LOC-00167,"Near LOC-00167, Bengaluru Urban",Bus Stand
FIR-000542,LOC-00172,"Near LOC-00172, Bengaluru Urban",Circle
FIR-000543,LOC-00171,"Near LOC-00171, Bengaluru Urban",Bus Stand
FIR-000544,LOC-00198,"Near LOC-00198, Bengaluru Urban",Bus Stand
FIR-000545,LOC-00176,"Near LOC-00176, Bengaluru Urban",Petrol Bunk
FIR-000546,LOC-00193,"Near LOC-00193, Bengaluru Urban",Temple
FIR-000547,LOC-00188,"Near LOC-00188, Bengaluru Urban",Bus Stand
FIR-000548,LOC-00180,"Near LOC-00180, Bengaluru Urban",School
FIR-000549,LOC-00129,"Near LOC-00129, Bengaluru Urban",Market
FIR-000550,LOC-00156,"Near LOC-00156, Bengaluru Urban",Circle
FIR-000551,LOC-00165,"Near LOC-00165, Bengaluru Urban",School
FIR-000552,LOC-00177,"Near LOC-00177, Bengaluru Urban",School
FIR-000553,LOC-00196,"Near LOC-00196, Bengaluru Urban",Temple
FIR-000554,LOC-00137,"Near LOC-00137, Bengaluru Urban",Bus Stand
FIR-000555,LOC-00207,"Near LOC-00207, Bengaluru Urban",Bus Stand
FIR-000556,LOC-00195,"Near LOC-00195, Bengaluru Urban",Circle
FIR-000557,LOC-00194,"Near LOC-00194, Bengaluru Urban",Temple
FIR-000558,LOC-00129,"Near LOC-00129, Bengaluru Urban",School
FIR-000559,LOC-00157,"Near LOC-00157, Bengaluru Urban",Petrol Bunk
FIR-000560,LOC-00175,"Near LOC-00175, Bengaluru Urban",Market
FIR-000561,LOC-00205,"Near LOC-00205, Bengaluru Urban",Circle
FIR-000562,LOC-00184,"Near LOC-00184, Bengaluru Urban",Bus Stand
FIR-000563,LOC-00181,"Near LOC-00181, Bengaluru Urban",Temple
FIR-000564,LOC-00177,"Near LOC-00177, Bengaluru Urban",School
FIR-000565,LOC-00169,"Near LOC-00169, Bengaluru Urban",Temple
FIR-000566,LOC-00157,"Near LOC-00157, Bengaluru Urban",Bus Stand
FIR-000567,LOC-00203,"Near LOC-00203, Bengaluru Urban",Bus Stand
FIR-000568,LOC-00132,"Near LOC-00132, Bengaluru Urban",Market
FIR-000569,LOC-00151,"Near LOC-00151, Bengaluru Urban",Petrol Bunk
FIR-000570,LOC-00177,"Near LOC-00177, Bengaluru Urban",Temple
FIR-000571,LOC-00177,"Near LOC-00177, Bengaluru Urban",Circle
FIR-000572,LOC-00169,"Near LOC-00169, Bengaluru Urban",Temple
FIR-000573,LOC-00171,"Near LOC-00171, Bengaluru Urban",Temple
FIR-000574,LOC-00178,"Near LOC-00178, Bengaluru Urban",Petrol Bunk
FIR-000575,LOC-00192,"Near LOC-00192, Bengaluru Urban",Circle
FIR-000576,LOC-00134,"Near LOC-00134, Bengaluru Urban",Circle
FIR-000577,LOC-00152,"Near LOC-00152, Bengaluru Urban",Circle
FIR-000578,LOC-00187,"Near LOC-00187, Bengaluru Urban",Circle
FIR-000579,LOC-00159,"Near LOC-00159, Bengaluru Urban",Temple
FIR-000580,LOC-00158,"Near LOC-00158, Bengaluru Urban",School
FIR-000581,LOC-00189,"Near LOC-00189, Bengaluru Urban",Circle
FIR-000582,LOC-00150,"Near LOC-00150, Bengaluru Urban",Temple
FIR-000583,LOC-00147,"Near LOC-00147, Bengaluru Urban",Circle
FIR-000584,LOC-00144,"Near LOC-00144, Bengaluru Urban",Market
FIR-000585,LOC-00191,"Near LOC-00191, Bengaluru Urban",Bus Stand
FIR-000586,LOC-00185,"Near LOC-00185, Bengaluru Urban",Bus Stand
FIR-000587,LOC-00200,"Near LOC-00200, Bengaluru Urban",Petrol Bunk
FIR-000588,LOC-00141,"Near LOC-00141, Bengaluru Urban",Bus Stand
FIR-000589,LOC-00198,"Near LOC-00198, Bengaluru Urban",Circle
FIR-000590,LOC-00131,"Near LOC-00131, Bengaluru Urban",Petrol Bunk
FIR-000591,LOC-00161,"Near LOC-00161, Bengaluru Urban",Bus Stand
FIR-000592,LOC-00139,"Near LOC-00139, Bengaluru Urban",Market
FIR-000593,LOC-00202,"Near LOC-00202, Bengaluru Urban",Market
FIR-000594,LOC-00171,"Near LOC-00171, Bengaluru Urban",Market
FIR-000595,LOC-00170,"Near LOC-00170, Bengaluru Urban",Bus Stand
FIR-000596,LOC-00205,"Near LOC-00205, Bengaluru Urban",Bus Stand
FIR-000597,LOC-00140,"Near LOC-00140, Bengaluru Urban",School
FIR-000598,LOC-00182,"Near LOC-00182, Bengaluru Urban",Temple
FIR-000599,LOC-00190,"Near LOC-00190, Bengaluru Urban",Bus Stand
FIR-000600,LOC-00183,"Near LOC-00183, Bengaluru Urban",Petrol Bunk
FIR-000601,LOC-00142,"Near LOC-00142, Bengaluru Urban",Petrol Bunk
FIR-000602,LOC-00179,"Near LOC-00179, Bengaluru Urban",Petrol Bunk
FIR-000603,LOC-00182,"Near LOC-00182, Bengaluru Urban",Petrol Bunk
FIR-000604,LOC-00136,"Near LOC-00136, Bengaluru Urban",Bus Stand
FIR-000605,LOC-00158,"Near LOC-00158, Bengaluru Urban",School
FIR-000606,LOC-00160,"Near LOC-00160, Bengaluru Urban",Circle
FIR-000607,LOC-00147,"Near LOC-00147, Bengaluru Urban",Bus Stand
FIR-000608,LOC-00154,"Near LOC-00154, Bengaluru Urban",Petrol Bunk
FIR-000609,LOC-00198,"Near LOC-00198, Bengaluru Urban",Bus Stand
FIR-000610,LOC-00141,"Near LOC-00141, Bengaluru Urban",School
FIR-000611,LOC-00166,"Near LOC-00166, Bengaluru Urban",Temple
FIR-000612,LOC-00129,"Near LOC-00129, Bengaluru Urban",Bus Stand
FIR-000613,LOC-00186,"Near LOC-00186, Bengaluru Urban",School
FIR-000614,LOC-00205,"Near LOC-00205, Bengaluru Urban",Temple
FIR-000615,LOC-00138,"Near LOC-00138, Bengaluru Urban",Bus Stand
FIR-000616,LOC-00201,"Near LOC-00201, Bengaluru Urban",Circle
FIR-000617,LOC-00132,"Near LOC-00132, Bengaluru Urban",Petrol Bunk
FIR-000618,LOC-00127,"Near LOC-00127, Bengaluru Urban",Market
FIR-000619,LOC-00181,"Near LOC-00181, Bengaluru Urban",School
FIR-000620,LOC-00171,"Near LOC-00171, Bengaluru Urban",School
FIR-000621,LOC-00142,"Near LOC-00142, Bengaluru Urban",School
FIR-000622,LOC-00156,"Near LOC-00156, Bengaluru Urban",Circle
FIR-000623,LOC-00187,"Near LOC-00187, Bengaluru Urban",Temple
FIR-000624,LOC-00148,"Near LOC-00148, Bengaluru Urban",Bus Stand
FIR-000625,LOC-00183,"Near LOC-00183, Bengaluru Urban",Temple
FIR-000626,LOC-00164,"Near LOC-00164, Bengaluru Urban",School
FIR-000627,LOC-00198,"Near LOC-00198, Bengaluru Urban",Bus Stand
FIR-000628,LOC-00145,"Near LOC-00145, Bengaluru Urban",School
FIR-000629,LOC-00146,"Near LOC-00146, Bengaluru Urban",Circle
FIR-000630,LOC-00192,"Near LOC-00192, Bengaluru Urban",Market
FIR-000631,LOC-00144,"Near LOC-00144, Bengaluru Urban",Circle
FIR-000632,LOC-00167,"Near LOC-00167, Bengaluru Urban",Market
FIR-000633,LOC-00208,"Near LOC-00208, Bengaluru Urban",Circle
FIR-000634,LOC-00192,"Near LOC-00192, Bengaluru Urban",Circle
FIR-000635,LOC-00154,"Near LOC-00154, Bengaluru Urban",Petrol Bunk
FIR-000636,LOC-00181,"Near LOC-00181, Bengaluru Urban",Circle
FIR-000637,LOC-00171,"Near LOC-00171, Bengaluru Urban",Temple
FIR-000638,LOC-00183,"Near LOC-00183, Bengaluru Urban",Market
FIR-000639,LOC-00195,"Near LOC-00195, Bengaluru Urban",Circle
FIR-000640,LOC-00158,"Near LOC-00158, Bengaluru Urban",Petrol Bunk
FIR-000641,LOC-00132,"Near LOC-00132, Bengaluru Urban",Circle
FIR-000642,LOC-00165,"Near LOC-00165, Bengaluru Urban",School
FIR-000643,LOC-00163,"Near LOC-00163, Bengaluru Urban",Temple
FIR-000644,LOC-00134,"Near LOC-00134, Bengaluru Urban",School
FIR-000645,LOC-00130,"Near LOC-00130, Bengaluru Urban",Petrol Bunk
FIR-000646,LOC-00181,"Near LOC-00181, Bengaluru Urban",Circle
FIR-000647,LOC-00134,"Near LOC-00134, Bengaluru Urban",Circle
FIR-000648,LOC-00204,"Near LOC-00204, Bengaluru Urban",Petrol Bunk
FIR-000649,LOC-00142,"Near LOC-00142, Bengaluru Urban",Circle
FIR-000650,LOC-00134,"Near LOC-00134, Bengaluru Urban",School
FIR-000651,LOC-00197,"Near LOC-00197, Bengaluru Urban",Market
FIR-000652,LOC-00183,"Near LOC-00183, Bengaluru Urban",Bus Stand
FIR-000653,LOC-00160,"Near LOC-00160, Bengaluru Urban",Market
FIR-000654,LOC-00174,"Near LOC-00174, Bengaluru Urban",Bus Stand
FIR-000655,LOC-00131,"Near LOC-00131, Bengaluru Urban",Temple
FIR-000656,LOC-00192,"Near LOC-00192, Bengaluru Urban",Petrol Bunk
FIR-000657,LOC-00173,"Near LOC-00173, Bengaluru Urban",School
FIR-000658,LOC-00192,"Near LOC-00192, Bengaluru Urban",Bus Stand
FIR-000659,LOC-00159,"Near LOC-00159, Bengaluru Urban",Bus Stand
FIR-000660,LOC-00203,"Near LOC-00203, Bengaluru Urban",Market
FIR-000661,LOC-00168,"Near LOC-00168, Bengaluru Urban",School
FIR-000662,LOC-00153,"Near LOC-00153, Bengaluru Urban",Circle
FIR-000663,LOC-00183,"Near LOC-00183, Bengaluru Urban",Temple
FIR-000664,LOC-00134,"Near LOC-00134, Bengaluru Urban",Market
FIR-000665,LOC-00201,"Near LOC-00201, Bengaluru Urban",Temple
FIR-000666,LOC-00197,"Near LOC-00197, Bengaluru Urban",School
FIR-000667,LOC-00137,"Near LOC-00137, Bengaluru Urban",School
FIR-000668,LOC-00175,"Near LOC-00175, Bengaluru Urban",Temple
FIR-000669,LOC-00202,"Near LOC-00202, Bengaluru Urban",Bus Stand
FIR-000670,LOC-00139,"Near LOC-00139, Bengaluru Urban",Temple
FIR-000671,LOC-00164,"Near LOC-00164, Bengaluru Urban",Temple
FIR-000672,LOC-00149,"Near LOC-00149, Bengaluru Urban",Market
FIR-000673,LOC-00155,"Near LOC-00155, Bengaluru Urban",Circle
FIR-000674,LOC-00196,"Near LOC-00196, Bengaluru Urban",Circle
FIR-000675,LOC-00182,"Near LOC-00182, Bengaluru Urban",Circle
FIR-000676,LOC-00135,"Near LOC-00135, Bengaluru Urban",School
FIR-000677,LOC-00194,"Near LOC-00194, Bengaluru Urban",Bus Stand
FIR-000678,LOC-00134,"Near LOC-00134, Bengaluru Urban",Circle
FIR-000679,LOC-00183,"Near LOC-00183, Bengaluru Urban",Petrol Bunk
FIR-000680,LOC-00204,"Near LOC-00204, Bengaluru Urban",School
FIR-000681,LOC-00179,"Near LOC-00179, Bengaluru Urban",Temple
FIR-000682,LOC-00137,"Near LOC-00137, Bengaluru Urban",Temple
FIR-000683,LOC-00157,"Near LOC-00157, Bengaluru Urban",Market
FIR-000684,LOC-00134,"Near LOC-00134, Bengaluru Urban",Bus Stand
FIR-000685,LOC-00132,"Near LOC-00132, Bengaluru Urban",Temple
FIR-000686,LOC-00171,"Near LOC-00171, Bengaluru Urban",Temple
FIR-000687,LOC-00161,"Near LOC-00161, Bengaluru Urban",Petrol Bunk
FIR-000688,LOC-00178,"Near LOC-00178, Bengaluru Urban",Temple
FIR-000689,LOC-00167,"Near LOC-00167, Bengaluru Urban",Temple
FIR-000690,LOC-00144,"Near LOC-00144, Bengaluru Urban",Bus Stand
FIR-000691,LOC-00126,"Near LOC-00126, Bengaluru Urban",Petrol Bunk
FIR-000692,LOC-00150,"Near LOC-00150, Bengaluru Urban",Bus Stand
FIR-000693,LOC-00149,"Near LOC-00149, Bengaluru Urban",Bus Stand
FIR-000694,LOC-00136,"Near LOC-00136, Bengaluru Urban",Market
FIR-000695,LOC-00154,"Near LOC-00154, Bengaluru Urban",Circle
FIR-000696,LOC-00188,"Near LOC-00188, Bengaluru Urban",Petrol Bunk
FIR-000697,LOC-00191,"Near LOC-00191, Bengaluru Urban",Bus Stand
FIR-000698,LOC-00137,"Near LOC-00137, Bengaluru Urban",School
FIR-000699,LOC-00151,"Near LOC-00151, Bengaluru Urban",Circle
FIR-000700,LOC-00145,"Near LOC-00145, Bengaluru Urban",Petrol Bunk
FIR-000701,LOC-00173,"Near LOC-00173, Bengaluru Urban",Temple
FIR-000702,LOC-00139,"Near LOC-00139, Bengaluru Urban",Temple
FIR-000703,LOC-00181,"Near LOC-00181, Bengaluru Urban",School
FIR-000704,LOC-00135,"Near LOC-00135, Bengaluru Urban",Market
FIR-000705,LOC-00182,"Near LOC-00182, Bengaluru Urban",Temple
FIR-000706,LOC-00143,"Near LOC-00143, Bengaluru Urban",School
FIR-000707,LOC-00182,"Near LOC-00182, Bengaluru Urban",Temple
FIR-000708,LOC-00148,"Near LOC-00148, Bengaluru Urban",Market
FIR-000709,LOC-00182,"Near LOC-00182, Bengaluru Urban",School
FIR-000710,LOC-00140,"Near LOC-00140, Bengaluru Urban",Circle
FIR-000711,LOC-00161,"Near LOC-00161, Bengaluru Urban",Market
FIR-000712,LOC-00165,"Near LOC-00165, Bengaluru Urban",Petrol Bunk
FIR-000713,LOC-00152,"Near LOC-00152, Bengaluru Urban",Temple
FIR-000714,LOC-00183,"Near LOC-00183, Bengaluru Urban",Market
FIR-000715,LOC-00130,"Near LOC-00130, Bengaluru Urban",School
FIR-000716,LOC-00187,"Near LOC-00187, Bengaluru Urban",Circle
FIR-000717,LOC-00185,"Near LOC-00185, Bengaluru Urban",Bus Stand
FIR-000718,LOC-00208,"Near LOC-00208, Bengaluru Urban",Bus Stand
FIR-000719,LOC-00162,"Near LOC-00162, Bengaluru Urban",Petrol Bunk
FIR-000720,LOC-00143,"Near LOC-00143, Bengaluru Urban",Bus Stand
FIR-000721,LOC-00178,"Near LOC-00178, Bengaluru Urban",Petrol Bunk
FIR-000722,LOC-00186,"Near LOC-00186, Bengaluru Urban",Petrol Bunk
FIR-000723,LOC-00190,"Near LOC-00190, Bengaluru Urban",Market
FIR-000724,LOC-00138,"Near LOC-00138, Bengaluru Urban",Temple
FIR-000725,LOC-00165,"Near LOC-00165, Bengaluru Urban",Temple
FIR-000726,LOC-00142,"Near LOC-00142, Bengaluru Urban",Bus Stand
FIR-000727,LOC-00130,"Near LOC-00130, Bengaluru Urban",Circle
FIR-000728,LOC-00163,"Near LOC-00163, Bengaluru Urban",Petrol Bunk
FIR-000729,LOC-00200,"Near LOC-00200, Bengaluru Urban",Bus Stand
FIR-000730,LOC-00157,"Near LOC-00157, Bengaluru Urban",Temple
FIR-000731,LOC-00199,"Near LOC-00199, Bengaluru Urban",Circle
FIR-000732,LOC-00166,"Near LOC-00166, Bengaluru Urban",School
FIR-000733,LOC-00207,"Near LOC-00207, Bengaluru Urban",Circle
FIR-000734,LOC-00129,"Near LOC-00129, Bengaluru Urban",Temple
FIR-000735,LOC-00177,"Near LOC-00177, Bengaluru Urban",School
FIR-000736,LOC-00143,"Near LOC-00143, Bengaluru Urban",Bus Stand
FIR-000737,LOC-00152,"Near LOC-00152, Bengaluru Urban",Market
FIR-000738,LOC-00202,"Near LOC-00202, Bengaluru Urban",Market
FIR-000739,LOC-00156,"Near LOC-00156, Bengaluru Urban",School
FIR-000740,LOC-00139,"Near LOC-00139, Bengaluru Urban",Bus Stand
