accused_id,fir_id,role_in_case,date_added,warrant_status
ACC-04362,FIR-000373,primary,2021-07-06,NONE
ACC-04322,FIR-000374,primary,2021-07-26,NONE
ACC-01953,FIR-000375,primary,2021-08-03,ISSUED
ACC-03561,FIR-000376,primary,2021-08-17,NONE
ACC-00932,FIR-000377,primary,2021-09-30,NONE
ACC-02032,FIR-000378,primary,2021-09-28,PENDING
ACC-03992,FIR-000378,suspect,2021-09-28,NONE
ACC-03879,FIR-000379,primary,2021-10-04,PENDING
ACC-02399,FIR-000379,secondary,2021-10-04,NONE
ACC-02161,FIR-000380,primary,2021-10-23,NONE
ACC-01605,FIR-000380,secondary,2021-10-23,NONE
ACC-03657,FIR-000381,primary,2021-11-27,PENDING
ACC-01883,FIR-000382,primary,2021-11-09,NONE
ACC-03251,FIR-000382,suspect,2021-11-09,NONE
ACC-03044,FIR-000382,secondary,2021-11-09,NONE
ACC-04278,FIR-000383,primary,2021-12-11,ISSUED
ACC-01185,FIR-000384,primary,2021-12-27,NONE
ACC-02910,FIR-000385,primary,2022-01-03,NONE
ACC-01284,FIR-000386,primary,2022-01-27,EXECUTED
ACC-01768,FIR-000387,primary,2022-02-12,NONE
ACC-03754,FIR-000388,primary,2022-02-03,EXECUTED
ACC-01380,FIR-000389,primary,2022-03-15,NONE
ACC-03630,FIR-000390,primary,2022-03-07,NONE
ACC-02428,FIR-000390,suspect,2022-03-07,NONE
ACC-02923,FIR-000391,primary,2022-04-05,NONE
ACC-03735,FIR-000392,primary,2022-04-06,NONE
ACC-04086,FIR-000393,primary,2022-05-16,NONE
ACC-01712,FIR-000393,secondary,2022-05-16,NONE
ACC-02645,FIR-000393,suspect,2022-05-16,NONE
ACC-02286,FIR-000394,primary,2022-05-07,ISSUED
ACC-00987,FIR-000395,primary,2022-06-22,PENDING
ACC-00075,FIR-000396,primary,2022-06-01,NONE
ACC-03050,FIR-000397,primary,2022-07-04,NONE
ACC-02347,FIR-000398,primary,2022-07-04,NONE
ACC-02234,FIR-000399,primary,2022-08-26,PENDING
ACC-03033,FIR-000399,suspect,2022-08-26,NONE
ACC-01784,FIR-000400,primary,2022-08-19,NONE
ACC-01238,FIR-000401,primary,2022-09-06,NONE
ACC-00916,FIR-000401,secondary,2022-09-06,NONE
ACC-04320,FIR-000402,primary,2022-09-03,NONE
ACC-04001,FIR-000403,primary,2022-10-22,EXECUTED
ACC-01455,FIR-000404,primary,2022-10-18,NONE
ACC-03251,FIR-000404,suspect,2022-10-18,ISSUED
ACC-03530,FIR-000404,secondary,2022-10-18,ISSUED
ACC-04317,FIR-000405,primary,2022-11-14,NONE
ACC-00390,FIR-000406,primary,2022-11-06,NONE
ACC-02378,FIR-000407,primary,2022-12-07,NONE
ACC-01295,FIR-000408,primary,2022-12-14,ISSUED
ACC-00604,FIR-000409,primary,2023-01-08,NONE
ACC-01926,FIR-000410,primary,2023-01-23,NONE
ACC-02942,FIR-000410,secondary,2023-01-23,NONE
ACC-00720,FIR-000411,primary,2023-02-28,NONE
ACC-02399,FIR-000411,suspect,2023-02-28,NONE
ACC-01652,FIR-000412,primary,2023-02-02,ISSUED
ACC-02636,FIR-000413,primary,2023-03-30,PENDING
ACC-01673,FIR-000414,primary,2023-03-12,NONE
ACC-03353,FIR-000415,primary,2023-04-06,NONE
ACC-03030,FIR-000416,primary,2023-04-13,NONE
ACC-01588,FIR-000417,primary,2023-05-21,NONE
ACC-04097,FIR-000418,primary,2023-05-28,NONE
ACC-02942,FIR-000418,secondary,2023-05-28,NONE
ACC-02181,FIR-000419,primary,2023-06-03,NONE
ACC-01404,FIR-000419,secondary,2023-06-03,NONE
ACC-03060,FIR-000420,primary,2023-06-07,NONE
ACC-01823,FIR-000421,primary,2023-07-07,NONE
ACC-02486,FIR-000421,secondary,2023-07-07,PENDING
ACC-01096,FIR-000422,primary,2023-07-22,NONE
ACC-03570,FIR-000423,primary,2023-08-21,NONE
ACC-02645,FIR-000423,secondary,2023-08-21,NONE
ACC-01452,FIR-000424,primary,2023-08-31,NONE
ACC-01870,FIR-000425,primary,2023-09-07,NONE
ACC-01218,FIR-000426,primary,2023-09-13,ISSUED
ACC-02026,FIR-000426,secondary,2023-09-13,NONE
ACC-01241,FIR-000427,primary,2023-10-12,PENDING
ACC-00977,FIR-000428,primary,2023-10-14,ISSUED
ACC-01913,FIR-000429,primary,2023-11-10,ISSUED
ACC-02724,FIR-000430,primary,2023-11-01,NONE
ACC-01916,FIR-000431,primary,2023-12-19,NONE
ACC-03516,FIR-000432,primary,2023-12-17,NONE
ACC-02926,FIR-000432,secondary,2023-12-17,ISSUED
ACC-03939,FIR-000432,suspect,2023-12-17,NONE
ACC-02218,FIR-000433,primary,2024-01-07,NONE
ACC-03008,FIR-000434,primary,2024-01-10,NONE
ACC-04155,FIR-000434,suspect,2024-01-10,PENDING
ACC-03011,FIR-000434,secondary,2024-01-10,NONE
ACC-02561,FIR-000435,primary,2024-02-21,NONE
ACC-01894,FIR-000435,suspect,2024-02-21,NONE
ACC-02332,FIR-000436,primary,2024-02-29,NONE
ACC-03530,FIR-000436,suspect,2024-02-29,NONE
ACC-03173,FIR-000437,primary,2024-03-21,NONE
ACC-00819,FIR-000438,primary,2024-03-21,NONE
ACC-03420,FIR-000439,primary,2024-04-13,NONE
ACC-01782,FIR-000440,primary,2024-04-21,NONE
ACC-02920,FIR-000440,suspect,2024-04-21,NONE
ACC-02614,FIR-000441,primary,2024-05-24,PENDING
ACC-02670,FIR-000442,primary,2024-05-15,NONE
ACC-00483,FIR-000443,primary,2024-06-29,ISSUED
ACC-02408,FIR-000444,primary,2024-06-05,NONE
ACC-00738,FIR-000445,primary,2024-07-12,EXECUTED
ACC-02551,FIR-000446,primary,2024-07-25,ISSUED
ACC-01317,FIR-000447,primary,2024-08-16,ISSUED
ACC-03416,FIR-000447,secondary,2024-08-16,NONE
ACC-03229,FIR-000448,primary,2024-08-30,NONE
ACC-04099,FIR-000449,primary,2024-09-08,NONE
ACC-03416,FIR-000449,suspect,2024-09-08,NONE
ACC-04428,FIR-000450,primary,2024-09-09,EXECUTED
ACC-00614,FIR-000451,primary,2024-10-31,NONE
ACC-01217,FIR-000452,primary,2024-10-21,NONE
ACC-04263,FIR-000452,suspect,2024-10-21,EXECUTED
ACC-03015,FIR-000453,primary,2024-11-30,NONE
ACC-03777,FIR-000453,secondary,2024-11-30,NONE
ACC-01352,FIR-000454,primary,2024-11-08,NONE
ACC-00267,FIR-000454,suspect,2024-11-08,NONE
ACC-01445,FIR-000455,primary,2024-12-11,NONE
ACC-02659,FIR-000455,secondary,2024-12-11,NONE
ACC-04155,FIR-000455,secondary,2024-12-11,NONE
ACC-03548,FIR-000456,primary,2024-12-10,NONE
ACC-01427,FIR-000457,primary,2025-01-26,PENDING
ACC-02577,FIR-000458,primary,2025-01-19,NONE
ACC-01091,FIR-000459,primary,2025-02-24,ISSUED
ACC-03191,FIR-000460,primary,2025-02-19,ISSUED
ACC-04302,FIR-000461,primary,2025-03-02,NONE
ACC-00993,FIR-000462,primary,2025-03-15,NONE
ACC-03403,FIR-000463,primary,2025-04-17,NONE
ACC-00206,FIR-000464,primary,2025-04-29,NONE
ACC-01957,FIR-000465,primary,2025-05-28,NONE
ACC-01894,FIR-000465,secondary,2025-05-28,NONE
ACC-02331,FIR-000465,secondary,2025-05-28,PENDING
ACC-03683,FIR-000466,primary,2025-05-29,NONE
ACC-04453,FIR-000467,primary,2025-06-28,PENDING
ACC-02105,FIR-000467,suspect,2025-06-28,NONE
ACC-00344,FIR-000468,primary,2025-06-26,NONE
ACC-02428,FIR-000468,secondary,2025-06-26,NONE
ACC-03572,FIR-000469,primary,2025-07-07,EXECUTED
ACC-03084,FIR-000470,primary,2025-07-07,NONE
ACC-00662,FIR-000471,primary,2025-08-29,NONE
ACC-00661,FIR-000472,primary,2025-08-03,NONE
ACC-03054,FIR-000472,suspect,2025-08-03,NONE
ACC-02604,FIR-000473,primary,2025-09-17,NONE
ACC-01585,FIR-000474,primary,2025-09-15,NONE
ACC-01313,FIR-000474,secondary,2025-09-15,ISSUED
ACC-01492,FIR-000475,primary,2025-10-28,NONE
ACC-00300,FIR-000476,primary,2025-10-27,NONE
ACC-01151,FIR-000476,suspect,2025-10-27,NONE
ACC-01822,FIR-000477,primary,2025-11-09,NONE
ACC-01712,FIR-000477,secondary,2025-11-09,NONE
ACC-01524,FIR-000478,primary,2025-11-16,NONE
ACC-02409,FIR-000478,secondary,2025-11-16,NONE
ACC-00435,FIR-000479,primary,2025-12-17,EXECUTED
ACC-02675,FIR-000479,secondary,2025-12-17,NONE
ACC-02406,FIR-000480,primary,2025-12-16,NONE
ACC-02915,FIR-000481,primary,2021-01-20,NONE
ACC-01041,FIR-000482,primary,2021-01-13,ISSUED
ACC-03243,FIR-000483,primary,2021-01-18,NONE
ACC-00427,FIR-000483,secondary,2021-01-18,NONE
ACC-01949,FIR-000484,primary,2021-01-27,NONE
ACC-01181,FIR-000485,primary,2021-02-24,NONE
ACC-00686,FIR-000486,primary,2021-02-17,NONE
ACC-00576,FIR-000486,suspect,2021-02-17,NONE
ACC-03653,FIR-000487,primary,2021-02-10,NONE
ACC-04259,FIR-000487,suspect,2021-02-10,NONE
ACC-01209,FIR-000488,primary,2021-02-20,EXECUTED
ACC-03986,FIR-000489,primary,2021-03-28,NONE
ACC-01490,FIR-000489,suspect,2021-03-28,NONE
ACC-01969,FIR-000490,primary,2021-03-14,EXECUTED
ACC-04145,FIR-000491,primary,2021-03-14,NONE
ACC-00533,FIR-000492,primary,2021-03-31,NONE
ACC-02731,FIR-000493,primary,2021-04-29,NONE
ACC-02064,FIR-000494,primary,2021-04-30,NONE
ACC-01666,FIR-000494,suspect,2021-04-30,ISSUED
ACC-02210,FIR-000495,primary,2021-04-19,ISSUED
ACC-00673,FIR-000495,suspect,2021-04-19,NONE
ACC-00238,FIR-000496,primary,2021-04-22,NONE
ACC-01527,FIR-000497,primary,2021-05-03,PENDING
ACC-03419,FIR-000498,primary,2021-05-04,ISSUED
ACC-03788,FIR-000499,primary,2021-05-10,PENDING
ACC-02341,FIR-000500,primary,2021-05-08,NONE
ACC-02280,FIR-000501,primary,2021-06-30,NONE
ACC-02917,FIR-000502,primary,2021-06-08,ISSUED
ACC-04372,FIR-000502,suspect,2021-06-08,NONE
ACC-03733,FIR-000503,primary,2021-06-11,NONE
ACC-03637,FIR-000504,primary,2021-06-21,NONE
ACC-03146,FIR-000504,suspect,2021-06-21,NONE
ACC-00474,FIR-000505,primary,2021-07-27,NONE
ACC-00463,FIR-000506,primary,2021-07-29,NONE
ACC-02721,FIR-000507,primary,2021-07-27,NONE
ACC-01199,FIR-000507,secondary,2021-07-27,NONE
ACC-02585,FIR-000508,primary,2021-07-30,PENDING
ACC-02090,FIR-000509,primary,2021-08-23,ISSUED
ACC-01839,FIR-000510,primary,2021-08-10,NONE
ACC-03484,FIR-000510,suspect,2021-08-10,PENDING
ACC-02948,FIR-000511,primary,2021-08-19,PENDING
ACC-00754,FIR-000511,suspect,2021-08-19,NONE
ACC-03414,FIR-000512,primary,2021-08-31,NONE
ACC-02514,FIR-000513,primary,2021-08-01,EXECUTED
ACC-02314,FIR-000513,secondary,2021-08-01,NONE
ACC-00787,FIR-000514,primary,2021-09-22,NONE
ACC-01008,FIR-000515,primary,2021-09-06,PENDING
ACC-04254,FIR-000516,primary,2021-09-13,NONE
ACC-00139,FIR-000517,primary,2021-09-07,NONE
ACC-04187,FIR-000518,primary,2021-09-23,NONE
ACC-02434,FIR-000519,primary,2021-10-12,NONE
ACC-03404,FIR-000520,primary,2021-10-10,NONE
ACC-00740,FIR-000521,primary,2021-10-18,PENDING
ACC-01651,FIR-000521,suspect,2021-10-18,NONE
ACC-04199,FIR-000521,suspect,2021-10-18,NONE
ACC-01122,FIR-000522,primary,2021-10-10,NONE
ACC-00036,FIR-000523,primary,2021-10-14,NONE
ACC-01346,FIR-000524,primary,2021-11-18,NONE
ACC-00500,FIR-000525,primary,2021-11-04,NONE
ACC-00810,FIR-000525,secondary,2021-11-04,NONE
ACC-03890,FIR-000526,primary,2021-11-24,NONE
ACC-03824,FIR-000527,primary,2021-11-30,ISSUED
ACC-02836,FIR-000528,primary,2021-11-25,NONE
ACC-03856,FIR-000529,primary,2021-12-09,NONE
ACC-01611,FIR-000530,primary,2021-12-06,NONE
ACC-01547,FIR-000530,secondary,2021-12-06,NONE
ACC-04204,FIR-000530,suspect,2021-12-06,PENDING
ACC-01222,FIR-000531,primary,2021-12-02,NONE
ACC-03643,FIR-000532,primary,2021-12-11,NONE
ACC-01743,FIR-000533,primary,2022-01-06,NONE
ACC-04036,FIR-000534,primary,2022-01-09,NONE
ACC-01987,FIR-000535,primary,2022-01-18,NONE
ACC-04288,FIR-000535,secondary,2022-01-18,ISSUED
ACC-03654,FIR-000536,primary,2022-01-25,NONE
ACC-03129,FIR-000537,primary,2022-02-02,PENDING
ACC-01906,FIR-000537,suspect,2022-02-02,ISSUED
ACC-02985,FIR-000538,primary,2022-02-19,EXECUTED
ACC-02150,FIR-000539,primary,2022-02-05,NONE
ACC-01268,FIR-000540,primary,2022-02-12,PENDING
ACC-00551,FIR-000541,primary,2022-03-23,PENDING
ACC-04295,FIR-000541,secondary,2022-03-23,ISSUED
ACC-02445,FIR-000542,primary,2022-03-24,NONE
ACC-00800,FIR-000542,suspect,2022-03-24,NONE
ACC-02284,FIR-000543,primary,2022-03-14,NONE
ACC-02653,FIR-000544,primary,2022-03-02,PENDING
ACC-04456,FIR-000544,suspect,2022-03-02,ISSUED
ACC-03624,FIR-000545,primary,2022-04-20,ISSUED
ACC-01439,FIR-000546,primary,2022-04-01,PENDING
ACC-01989,FIR-000546,secondary,2022-04-01,NONE
ACC-03907,FIR-000547,primary,2022-04-20,NONE
ACC-03364,FIR-000548,primary,2022-04-28,ISSUED
ACC-03593,FIR-000549,primary,2022-05-23,ISSUED
ACC-00003,FIR-000550,primary,2022-05-18,NONE
ACC-04331,FIR-000551,primary,2022-05-14,NONE
ACC-04128,FIR-000552,primary,2022-05-25,ISSUED
ACC-04213,FIR-000553,primary,2022-06-19,NONE
ACC-01623,FIR-000553,secondary,2022-06-19,EXECUTED
ACC-02443,FIR-000554,primary,2022-06-20,ISSUED
ACC-00810,FIR-000554,secondary,2022-06-20,NONE
ACC-04163,FIR-000555,primary,2022-06-03,ISSUED
ACC-02692,FIR-000556,primary,2022-06-02,NONE
ACC-02822,FIR-000557,primary,2022-07-26,NONE
ACC-03498,FIR-000558,primary,2022-07-03,NONE
ACC-00253,FIR-000558,suspect,2022-07-03,NONE
ACC-04450,FIR-000559,primary,2022-07-29,NONE
ACC-03422,FIR-000560,primary,2022-07-09,ISSUED
ACC-03396,FIR-000561,primary,2022-08-31,NONE
ACC-00786,FIR-000562,primary,2022-08-15,NONE
ACC-03590,FIR-000563,primary,2022-08-21,PENDING
ACC-00679,FIR-000564,primary,2022-08-22,NONE
ACC-01944,FIR-000565,primary,2022-08-23,ISSUED
ACC-04224,FIR-000566,primary,2022-09-05,NONE
ACC-03263,FIR-000566,secondary,2022-09-05,ISSUED
ACC-02943,FIR-000567,primary,2022-09-04,ISSUED
ACC-02302,FIR-000568,primary,2022-09-25,NONE
ACC-01333,FIR-000568,suspect,2022-09-25,NONE
ACC-01315,FIR-000569,primary,2022-09-10,PENDING
ACC-00624,FIR-000570,primary,2022-09-11,NONE
ACC-04288,FIR-000570,secondary,2022-09-11,NONE
ACC-01232,FIR-000571,primary,2022-10-29,NONE
ACC-03919,FIR-000572,primary,2022-10-22,NONE
ACC-01144,FIR-000572,secondary,2022-10-22,NONE
ACC-04441,FIR-000573,primary,2022-10-17,NONE
ACC-00896,FIR-000574,primary,2022-10-28,NONE
ACC-00593,FIR-000575,primary,2022-10-08,NONE
ACC-01140,FIR-000576,primary,2022-11-30,NONE
ACC-03962,FIR-000577,primary,2022-11-02,NONE
ACC-03066,FIR-000578,primary,2022-11-24,ISSUED
ACC-00050,FIR-000579,primary,2022-11-05,NONE
ACC-02821,FIR-000580,primary,2022-11-09,NONE
ACC-02203,FIR-000581,primary,2022-12-24,EXECUTED
ACC-04094,FIR-000582,primary,2022-12-04,NONE
ACC-03586,FIR-000583,primary,2022-12-15,NONE
ACC-04306,FIR-000583,secondary,2022-12-15,NONE
ACC-03729,FIR-000584,primary,2022-12-15,NONE
ACC-01227,FIR-000585,primary,2023-01-26,EXECUTED
ACC-02624,FIR-000586,primary,2023-01-04,NONE
ACC-04425,FIR-000587,primary,2023-01-17,NONE
ACC-04411,FIR-000588,primary,2023-01-03,ISSUED
ACC-03967,FIR-000589,primary,2023-02-03,NONE
ACC-01574,FIR-000590,primary,2023-02-18,NONE
ACC-03068,FIR-000591,primary,2023-02-14,NONE
ACC-00527,FIR-000592,primary,2023-02-07,NONE
ACC-00384,FIR-000593,primary,2023-03-25,NONE
ACC-03531,FIR-000594,primary,2023-03-02,NONE
ACC-03250,FIR-000595,primary,2023-03-17,NONE
ACC-01785,FIR-000596,primary,2023-03-31,NONE
ACC-03103,FIR-000597,primary,2023-04-30,NONE
ACC-01623,FIR-000597,suspect,2023-04-30,PENDING
ACC-01763,FIR-000598,primary,2023-04-22,ISSUED
ACC-00560,FIR-000599,primary,2023-04-01,NONE
ACC-01143,FIR-000600,primary,2023-04-08,PENDING
ACC-03497,FIR-000601,primary,2023-05-29,NONE
ACC-03981,FIR-000601,secondary,2023-05-29,NONE
ACC-01999,FIR-000602,primary,2023-05-12,NONE
ACC-03567,FIR-000602,suspect,2023-05-12,EXECUTED
ACC-03016,FIR-000603,primary,2023-05-08,ISSUED
ACC-03284,FIR-000604,primary,2023-05-04,NONE
ACC-01019,FIR-000605,primary,2023-06-14,NONE
ACC-03552,FIR-000606,primary,2023-06-28,NONE
ACC-01318,FIR-000607,primary,2023-06-18,PENDING
ACC-02324,FIR-000608,primary,2023-06-20,NONE
ACC-00948,FIR-000609,primary,2023-07-06,NONE
ACC-00918,FIR-000610,primary,2023-07-18,NONE
ACC-01163,FIR-000611,primary,2023-07-30,NONE
ACC-01896,FIR-000612,primary,2023-07-31,PENDING
ACC-02539,FIR-000613,primary,2023-08-29,NONE
ACC-03201,FIR-000614,primary,2023-08-18,NONE
ACC-03335,FIR-000615,primary,2023-08-27,PENDING
ACC-01804,FIR-000616,primary,2023-08-13,EXECUTED
ACC-03091,FIR-000617,primary,2023-08-21,ISSUED
ACC-02941,FIR-000617,suspect,2023-08-21,NONE
ACC-01293,FIR-000618,primary,2023-09-09,NONE
ACC-01440,FIR-000619,primary,2023-09-01,ISSUED
ACC-04061,FIR-000620,primary,2023-09-12,ISSUED
ACC-02993,FIR-000620,suspect,2023-09-12,NONE
ACC-02502,FIR-000621,primary,2023-09-18,PENDING
ACC-03217,FIR-000621,suspect,2023-09-18,EXECUTED
ACC-01914,FIR-000622,primary,2023-09-24,PENDING
ACC-02638,FIR-000623,primary,2023-10-19,PENDING
ACC-01831,FIR-000623,suspect,2023-10-19,NONE
ACC-03461,FIR-000624,primary,2023-10-19,NONE
ACC-02714,FIR-000625,primary,2023-10-19,NONE
ACC-01350,FIR-000625,secondary,2023-10-19,NONE
ACC-02451,FIR-000625,secondary,2023-10-19,NONE
ACC-00623,FIR-000626,primary,2023-10-08,NONE
ACC-03690,FIR-000627,primary,2023-10-14,NONE
ACC-02718,FIR-000628,primary,2023-11-20,PENDING
ACC-03537,FIR-000629,primary,2023-11-18,NONE
ACC-00945,FIR-000630,primary,2023-11-16,NONE
ACC-02496,FIR-000631,primary,2023-11-09,NONE
ACC-02773,FIR-000631,secondary,2023-11-09,NONE
ACC-00093,FIR-000632,primary,2023-11-21,NONE
ACC-03096,FIR-000632,secondary,2023-11-21,NONE
ACC-00572,FIR-000633,primary,2023-12-29,EXECUTED
ACC-00943,FIR-000634,primary,2023-12-04,NONE
ACC-01256,FIR-000635,primary,2023-12-07,PENDING
ACC-01105,FIR-000636,primary,2023-12-05,NONE
ACC-02320,FIR-000637,primary,2024-01-08,NONE
ACC-03110,FIR-000638,primary,2024-01-20,NONE
ACC-03917,FIR-000639,primary,2024-01-06,ISSUED
ACC-03616,FIR-000640,primary,2024-01-30,NONE
ACC-03386,FIR-000641,primary,2024-02-09,EXECUTED
ACC-01689,FIR-000642,primary,2024-02-10,NONE
ACC-00264,FIR-000643,primary,2024-02-09,NONE
ACC-04252,FIR-000643,suspect,2024-02-09,NONE
ACC-03124,FIR-000644,primary,2024-02-14,NONE
ACC-01184,FIR-000644,secondary,2024-02-14,PENDING
ACC-03071,FIR-000644,secondary,2024-02-14,NONE
ACC-02155,FIR-000645,primary,2024-03-13,NONE
ACC-03564,FIR-000646,primary,2024-03-01,ISSUED
ACC-00730,FIR-000646,suspect,2024-03-01,NONE
ACC-02049,FIR-000647,primary,2024-03-19,ISSUED
ACC-00749,FIR-000648,primary,2024-03-16,EXECUTED
ACC-04332,FIR-000649,primary,2024-04-07,NONE
ACC-02826,FIR-000650,primary,2024-04-19,NONE
ACC-01580,FIR-000651,primary,2024-04-29,NONE
ACC-04074,FIR-000652,primary,2024-04-07,NONE
ACC-00498,FIR-000653,primary,2024-05-27,NONE
ACC-03599,FIR-000654,primary,2024-05-15,NONE
ACC-00066,FIR-000655,primary,2024-05-21,NONE
ACC-01566,FIR-000656,primary,2024-05-06,NONE
ACC-03703,FIR-000656,secondary,2024-05-06,NONE
ACC-02682,FIR-000657,primary,2024-06-17,NONE
ACC-03331,FIR-000658,primary,2024-06-22,NONE
ACC-01117,FIR-000659,primary,2024-06-14,NONE
ACC-01831,FIR-000659,secondary,2024-06-14,NONE
ACC-03489,FIR-000660,primary,2024-06-13,NONE
ACC-04046,FIR-000661,primary,2024-07-29,NONE
ACC-02705,FIR-000661,suspect,2024-07-29,EXECUTED
ACC-03976,FIR-000662,primary,2024-07-18,NONE
ACC-03974,FIR-000663,primary,2024-07-29,NONE
ACC-02079,FIR-000664,primary,2024-07-07,NONE
ACC-00254,FIR-000665,primary,2024-08-06,ISSUED
ACC-02171,FIR-000665,secondary,2024-08-06,NONE
ACC-01854,FIR-000666,primary,2024-08-08,NONE
ACC-03947,FIR-000667,primary,2024-08-17,PENDING
ACC-03459,FIR-000668,primary,2024-08-23,NONE
ACC-04164,FIR-000668,suspect,2024-08-23,ISSUED
ACC-01235,FIR-000669,primary,2024-08-06,NONE
ACC-03510,FIR-000670,primary,2024-09-07,NONE
ACC-00716,FIR-000670,suspect,2024-09-07,NONE
ACC-04263,FIR-000670,secondary,2024-09-07,NONE
ACC-00273,FIR-000671,primary,2024-09-02,NONE
ACC-01350,FIR-000671,secondary,2024-09-02,NONE
ACC-02560,FIR-000672,primary,2024-09-24,ISSUED
ACC-03604,FIR-000673,primary,2024-09-04,NONE
ACC-03568,FIR-000674,primary,2024-09-11,NONE
ACC-03902,FIR-000674,secondary,2024-09-11,NONE
ACC-04045,FIR-000675,primary,2024-10-25,ISSUED
ACC-04029,FIR-000676,primary,2024-10-08,NONE
ACC-02091,FIR-000677,primary,2024-10-07,EXECUTED
ACC-02223,FIR-000678,primary,2024-10-16,NONE
ACC-00152,FIR-000679,primary,2024-10-14,ISSUED
ACC-01871,FIR-000680,primary,2024-11-20,NONE
ACC-04083,FIR-000681,primary,2024-11-24,ISSUED
ACC-01023,FIR-000681,secondary,2024-11-24,ISSUED
ACC-00148,FIR-000682,primary,2024-11-26,NONE
ACC-01750,FIR-000683,primary,2024-11-29,PENDING
ACC-01903,FIR-000684,primary,2024-11-27,NONE
ACC-01865,FIR-000685,primary,2024-12-08,NONE
ACC-03132,FIR-000686,primary,2024-12-14,NONE
ACC-01202,FIR-000687,primary,2024-12-03,EXECUTED
ACC-02092,FIR-000688,primary,2024-12-15,NONE
ACC-04096,FIR-000689,primary,2025-01-11,ISSUED
ACC-00342,FIR-000690,primary,2025-01-04,EXECUTED
ACC-02733,FIR-000691,primary,2025-01-06,NONE
ACC-00298,FIR-000691,suspect,2025-01-06,NONE
ACC-02225,FIR-000692,primary,2025-01-27,NONE
ACC-02095,FIR-000693,primary,2025-02-24,NONE
ACC-03848,FIR-000694,primary,2025-02-13,NONE
ACC-02616,FIR-000695,primary,2025-02-23,NONE
ACC-01682,FIR-000696,primary,2025-02-16,ISSUED
ACC-02337,FIR-000697,primary,2025-03-04,NONE
ACC-02588,FIR-000698,primary,2025-03-20,PENDING
ACC-01651,FIR-000698,suspect,2025-03-20,NONE
ACC-02025,FIR-000699,primary,2025-03-01,NONE
ACC-00716,FIR-000699,secondary,2025-03-01,ISSUED
ACC-02945,FIR-000700,primary,2025-03-23,ISSUED
ACC-02413,FIR-000701,primary,2025-04-17,NONE
ACC-00630,FIR-000701,secondary,2025-04-17,NONE
ACC-01488,FIR-000702,primary,2025-04-21,NONE
ACC-03185,FIR-000702,suspect,2025-04-21,NONE
ACC-02454,FIR-000703,primary,2025-04-10,NONE
ACC-03512,FIR-000704,primary,2025-04-15,NONE
ACC-02252,FIR-000704,secondary,2025-04-15,ISSUED
ACC-00799,FIR-000705,primary,2025-05-05,NONE
ACC-01703,FIR-000706,primary,2025-05-08,ISSUED
ACC-01075,FIR-000707,primary,2025-05-23,NONE
ACC-01457,FIR-000708,primary,2025-05-31,NONE
ACC-02767,FIR-000709,primary,2025-06-06,EXECUTED
ACC-01630,FIR-000710,primary,2025-06-03,NONE
ACC-02815,FIR-000710,suspect,2025-06-03,NONE
ACC-01946,FIR-000711,primary,2025-06-03,NONE
ACC-00338,FIR-000711,secondary,2025-06-03,NONE
ACC-03957,FIR-000712,primary,2025-06-02,EXECUTED
ACC-01319,FIR-000713,primary,2025-07-13,NONE
ACC-02847,FIR-000714,primary,2025-07-20,NONE
ACC-00246,FIR-000715,primary,2025-07-12,EXECUTED
ACC-00101,FIR-000716,primary,2025-07-10,NONE
ACC-02202,FIR-000717,primary,2025-08-15,NONE
ACC-01184,FIR-000717,secondary,2025-08-15,NONE
ACC-01617,FIR-000718,primary,2025-08-09,NONE
ACC-00105,FIR-000719,primary,2025-08-15,NONE
ACC-03099,FIR-000720,primary,2025-08-27,NONE
ACC-01509,FIR-000721,primary,2025-08-30,NONE
ACC-03144,FIR-000722,primary,2025-09-20,NONE
ACC-03421,FIR-000723,primary,2025-09-30,EXECUTED
ACC-03228,FIR-000724,primary,2025-09-01,NONE
ACC-03993,FIR-000724,suspect,2025-09-01,ISSUED
ACC-02163,FIR-000725,primary,2025-09-04,EXECUTED
ACC-02482,FIR-000726,primary,2025-09-30,NONE
ACC-01490,FIR-000726,secondary,2025-09-30,ISSUED
ACC-01206,FIR-000727,primary,2025-10-23,PENDING
ACC-03242,FIR-000728,primary,2025-10-25,NONE
ACC-03480,FIR-000729,primary,2025-10-06,NONE
ACC-02706,FIR-000730,primary,2025-10-03,NONE
ACC-03123,FIR-000731,primary,2025-10-17,NONE
ACC-02446,FIR-000732,primary,2025-11-20,NONE
ACC-02571,FIR-000733,primary,2025-11-17,NONE
