fir_id,type_id,primary_section
FIR-002875,CT-019,IPC 379
FIR-002876,CT-024,BNS TBD - verify
FIR-002877,CT-011,BNS TBD - verify
FIR-002878,CT-019,BNS TBD - verify
FIR-002879,CT-007,BNS TBD - verify
FIR-002880,CT-018,BNS 324 range (verify)
FIR-002881,CT-019,BNS TBD - verify
FIR-002882,CT-007,BNS TBD - verify
FIR-002883,CT-034,BNS TBD - verify
FIR-002884,CT-031,BNS TBD - verify
FIR-002885,CT-018,BNS 324 range (verify)
FIR-002886,CT-036,BNS TBD - verify
FIR-002887,CT-019,BNS TBD - verify
FIR-002888,CT-033,BNS TBD - verify
FIR-002889,CT-017,BNS 137 (verify split across subsections)
FIR-002890,CT-037,BNS TBD - verify
FIR-002891,CT-015,BNS 80
FIR-002892,CT-010,BNS 318
FIR-002893,CT-013,BNS 67A (IT Act - unaffected by BNS)
FIR-002894,CT-011,BNS TBD - verify
FIR-002895,CT-032,BNS TBD - verify
FIR-002896,CT-030,BNS TBD - verify
FIR-002897,CT-027,BNS TBD - verify
FIR-002898,CT-037,BNS TBD - verify
FIR-002899,CT-035,BNS TBD - verify
FIR-002900,CT-025,BNS TBD - verify
FIR-002901,CT-038,BNS TBD - verify
FIR-002902,CT-042,BNS TBD - verify
FIR-002903,CT-009,BNS 296
FIR-002904,CT-010,BNS 318
FIR-002905,CT-009,BNS 296
FIR-002906,CT-019,BNS TBD - verify
FIR-002907,CT-014,BNS 85
FIR-002908,CT-029,BNS TBD - verify
FIR-002909,CT-045,BNS TBD - verify
FIR-002910,CT-019,BNS TBD - verify
FIR-002911,CT-020,BNS TBD - verify
FIR-002912,CT-001,BNS 303
FIR-002913,CT-027,BNS TBD - verify
FIR-002914,CT-037,BNS TBD - verify
FIR-002915,CT-013,BNS 67A (IT Act - unaffected by BNS)
FIR-002916,CT-021,BNS TBD - verify
FIR-002917,CT-021,BNS TBD - verify
FIR-002918,CT-011,BNS TBD - verify
FIR-002919,CT-034,BNS TBD - verify
FIR-002920,CT-004,BNS TBD - verify
FIR-002921,CT-040,BNS TBD - verify
FIR-002922,CT-009,BNS 296
FIR-002923,CT-022,BNS TBD - verify
FIR-002924,CT-025,BNS TBD - verify
FIR-002925,CT-030,BNS TBD - verify
FIR-002926,CT-024,BNS TBD - verify
FIR-002927,CT-003,BNS 304
FIR-002928,CT-038,BNS TBD - verify
FIR-002929,CT-004,BNS TBD - verify
FIR-002930,CT-003,BNS 304
FIR-002931,CT-019,BNS TBD - verify
FIR-002932,CT-006,BNS 331 (verify)
FIR-002933,CT-014,BNS 85
FIR-002934,CT-015,BNS 80
FIR-002935,CT-024,BNS TBD - verify
FIR-002936,CT-009,BNS 296
FIR-002937,CT-023,BNS TBD - verify
FIR-002938,CT-029,BNS TBD - verify
FIR-002939,CT-006,BNS 331 (verify)
FIR-002940,CT-008,BNS TBD - verify
FIR-002941,CT-034,BNS TBD - verify
FIR-002942,CT-026,BNS TBD - verify
FIR-002943,CT-036,BNS TBD - verify
FIR-002944,CT-038,BNS TBD - verify
FIR-002945,CT-038,BNS TBD - verify
FIR-002946,CT-001,BNS 303
FIR-002947,CT-022,BNS TBD - verify
FIR-002948,CT-001,BNS 303
FIR-002949,CT-030,BNS TBD - verify
FIR-002950,CT-027,BNS TBD - verify
FIR-002951,CT-008,BNS TBD - verify
FIR-002952,CT-029,BNS TBD - verify
FIR-002953,CT-022,BNS TBD - verify
FIR-002954,CT-004,BNS TBD - verify
FIR-002955,CT-011,BNS TBD - verify
FIR-002956,CT-003,IPC 379
FIR-002957,CT-005,IPC 395
FIR-002958,CT-027,IPC 307
FIR-002959,CT-006,IPC 454
FIR-002960,CT-015,IPC 304B
FIR-002961,CT-007,IPC 323
FIR-002962,CT-038,IPC 66C (IT Act)
FIR-002963,CT-031,IPC 406
FIR-002964,CT-027,IPC 307
FIR-002965,CT-020,IPC 379
FIR-002966,CT-036,IPC 3
FIR-002967,CT-022,IPC 379
FIR-002968,CT-039,IPC 66D (IT Act)
FIR-002969,CT-030,IPC 138 (NI Act)
FIR-002970,CT-011,IPC 468
FIR-002971,CT-010,IPC 420
FIR-002972,CT-045,IPC 447
FIR-002973,CT-033,IPC 384
FIR-002974,CT-036,IPC 3
FIR-002975,CT-001,IPC 379
FIR-002976,CT-028,IPC 506
FIR-002977,CT-009,IPC 394
FIR-002978,CT-021,IPC 379
FIR-002979,CT-035,IPC 498A
FIR-002980,CT-007,IPC 323
FIR-002981,CT-023,IPC 379
FIR-002982,CT-021,IPC 379
FIR-002983,CT-002,IPC 379
FIR-002984,CT-025,IPC 379
FIR-002985,CT-006,IPC 454
FIR-002986,CT-006,IPC 454
FIR-002987,CT-008,IPC 325
FIR-002988,CT-016,IPC 302
FIR-002989,CT-028,IPC 506
FIR-002990,CT-003,IPC 379
FIR-002991,CT-007,IPC 323
FIR-002992,CT-023,IPC 379
FIR-002993,CT-021,IPC 379
FIR-002994,CT-020,IPC 379
FIR-002995,CT-028,IPC 506
FIR-002996,CT-034,IPC 393
FIR-002997,CT-022,IPC 379
FIR-002998,CT-032,IPC 392
FIR-002999,CT-002,IPC 379
FIR-003000,CT-024,IPC 379
FIR-003001,CT-013,IPC 67A (IT Act)
FIR-003002,CT-016,IPC 302
FIR-003003,CT-001,IPC 379
FIR-003004,CT-008,IPC 325
FIR-003005,CT-027,IPC 307
FIR-003006,CT-019,IPC 379
FIR-003007,CT-014,IPC 498A
FIR-003008,CT-001,IPC 379
FIR-003009,CT-024,IPC 379
FIR-003010,CT-020,IPC 379
FIR-003011,CT-011,IPC 468
FIR-003012,CT-010,IPC 420
FIR-003013,CT-001,BNS 303
FIR-003014,CT-038,BNS TBD - verify
FIR-003015,CT-022,BNS TBD - verify
FIR-003016,CT-011,BNS TBD - verify
FIR-003017,CT-001,BNS 303
FIR-003018,CT-033,BNS TBD - verify
FIR-003019,CT-023,BNS TBD - verify
FIR-003020,CT-027,BNS TBD - verify
FIR-003021,CT-011,BNS TBD - verify
FIR-003022,CT-010,BNS 318
FIR-003023,CT-030,BNS TBD - verify
FIR-003024,CT-042,BNS TBD - verify
FIR-003025,CT-017,BNS 137 (verify split across subsections)
FIR-003026,CT-035,BNS TBD - verify
FIR-003027,CT-020,BNS TBD - verify
FIR-003028,CT-042,BNS TBD - verify
FIR-003029,CT-042,BNS TBD - verify
FIR-003030,CT-008,BNS TBD - verify
FIR-003031,CT-001,BNS 303
FIR-003032,CT-004,BNS TBD - verify
FIR-003033,CT-026,BNS TBD - verify
FIR-003034,CT-043,BNS TBD - verify
FIR-003035,CT-003,BNS 304
FIR-003036,CT-001,BNS 303
FIR-003037,CT-027,BNS TBD - verify
FIR-003038,CT-025,BNS TBD - verify
FIR-003039,CT-008,BNS TBD - verify
FIR-003040,CT-027,BNS TBD - verify
FIR-003041,CT-023,IPC 379
FIR-003042,CT-022,IPC 379
FIR-003043,CT-024,IPC 379
FIR-003044,CT-028,IPC 506
FIR-003045,CT-031,IPC 406
FIR-003046,CT-021,IPC 379
FIR-003047,CT-008,IPC 325
FIR-003048,CT-019,IPC 379
FIR-003049,CT-038,IPC 66C (IT Act)
FIR-003050,CT-008,IPC 325
FIR-003051,CT-010,IPC 420
FIR-003052,CT-001,IPC 379
FIR-003053,CT-030,IPC 138 (NI Act)
FIR-003054,CT-033,IPC 384
FIR-003055,CT-023,IPC 379
FIR-003056,CT-020,IPC 379
FIR-003057,CT-006,IPC 454
FIR-003058,CT-027,IPC 307
FIR-003059,CT-015,IPC 304B
FIR-003060,CT-043,IPC 458
FIR-003061,CT-021,IPC 379
FIR-003062,CT-025,IPC 379
FIR-003063,CT-003,IPC 379
FIR-003064,CT-026,IPC 353
FIR-003065,CT-026,IPC 353
FIR-003066,CT-022,IPC 379
FIR-003067,CT-037,IPC 498A
FIR-003068,CT-015,IPC 304B
FIR-003069,CT-020,IPC 379
FIR-003070,CT-002,IPC 379
FIR-003071,CT-022,IPC 379
FIR-003072,CT-024,IPC 379
FIR-003073,CT-008,IPC 325
FIR-003074,CT-022,IPC 379
FIR-003075,CT-014,IPC 498A
FIR-003076,CT-007,IPC 323
FIR-003077,CT-023,IPC 379
FIR-003078,CT-002,IPC 379
FIR-003079,CT-001,IPC 379
FIR-003080,CT-024,IPC 379
FIR-003081,CT-022,IPC 379
FIR-003082,CT-001,IPC 379
FIR-003083,CT-031,IPC 406
FIR-003084,CT-006,IPC 454
FIR-003085,CT-011,IPC 468
FIR-003086,CT-026,IPC 353
FIR-003087,CT-045,IPC 447
FIR-003088,CT-019,IPC 379
FIR-003089,CT-033,IPC 384
FIR-003090,CT-013,IPC 67A (IT Act)
FIR-003091,CT-019,IPC 379
FIR-003092,CT-032,IPC 392
FIR-003093,CT-005,IPC 395
FIR-003094,CT-028,IPC 506
FIR-003095,CT-024,IPC 379
FIR-003096,CT-034,IPC 393
FIR-003097,CT-024,IPC 379
FIR-003098,CT-008,BNS TBD - verify
FIR-003099,CT-004,BNS TBD - verify
FIR-003100,CT-009,BNS 296
FIR-003101,CT-011,BNS TBD - verify
FIR-003102,CT-006,BNS 331 (verify)
FIR-003103,CT-014,BNS 85
FIR-003104,CT-016,BNS 103 (murder)
FIR-003105,CT-026,BNS TBD - verify
FIR-003106,CT-036,BNS TBD - verify
FIR-003107,CT-013,BNS 67A (IT Act - unaffected by BNS)
FIR-003108,CT-020,BNS TBD - verify
FIR-003109,CT-035,BNS TBD - verify
FIR-003110,CT-010,BNS 318
FIR-003111,CT-013,BNS 67A (IT Act - unaffected by BNS)
FIR-003112,CT-006,BNS 331 (verify)
FIR-003113,CT-020,BNS TBD - verify
FIR-003114,CT-039,BNS TBD - verify
FIR-003115,CT-005,BNS TBD - verify
FIR-003116,CT-033,BNS TBD - verify
FIR-003117,CT-002,BNS 303
FIR-003118,CT-034,BNS TBD - verify
FIR-003119,CT-033,BNS TBD - verify
FIR-003120,CT-019,BNS TBD - verify
FIR-003121,CT-003,BNS 304
FIR-003122,CT-030,BNS TBD - verify
FIR-003123,CT-020,BNS TBD - verify
FIR-003124,CT-039,BNS TBD - verify
FIR-003125,CT-008,BNS TBD - verify
FIR-003126,CT-008,IPC 325
FIR-003127,CT-036,IPC 3
FIR-003128,CT-043,IPC 458
FIR-003129,CT-022,IPC 379
FIR-003130,CT-023,IPC 379
FIR-003131,CT-010,IPC 420
FIR-003132,CT-004,IPC 392
FIR-003133,CT-031,IPC 406
FIR-003134,CT-019,IPC 379
FIR-003135,CT-007,IPC 323
FIR-003136,CT-027,IPC 307
FIR-003137,CT-019,IPC 379
FIR-003138,CT-031,IPC 406
FIR-003139,CT-045,IPC 447
FIR-003140,CT-021,IPC 379
FIR-003141,CT-014,IPC 498A
FIR-003142,CT-006,IPC 454
FIR-003143,CT-010,IPC 420
FIR-003144,CT-007,IPC 323
FIR-003145,CT-020,IPC 379
FIR-003146,CT-019,IPC 379
FIR-003147,CT-045,IPC 447
FIR-003148,CT-032,IPC 392
FIR-003149,CT-001,IPC 379
FIR-003150,CT-032,IPC 392
FIR-003151,CT-019,IPC 379
FIR-003152,CT-012,IPC 66C
FIR-003153,CT-001,IPC 379
FIR-003154,CT-031,IPC 406
FIR-003155,CT-009,IPC 394
FIR-003156,CT-023,IPC 379
FIR-003157,CT-009,IPC 394
FIR-003158,CT-033,IPC 384
FIR-003159,CT-001,IPC 379
FIR-003160,CT-022,IPC 379
FIR-003161,CT-002,IPC 379
FIR-003162,CT-002,IPC 379
FIR-003163,CT-010,IPC 420
FIR-003164,CT-024,IPC 379
FIR-003165,CT-039,IPC 66D (IT Act)
FIR-003166,CT-014,IPC 498A
FIR-003167,CT-030,IPC 138 (NI Act)
FIR-003168,CT-015,IPC 304B
FIR-003169,CT-034,IPC 393
FIR-003170,CT-042,IPC 457
FIR-003171,CT-030,IPC 138 (NI Act)
FIR-003172,CT-024,IPC 379
FIR-003173,CT-019,IPC 379
FIR-003174,CT-037,IPC 498A
FIR-003175,CT-027,IPC 307
FIR-003176,CT-034,IPC 393
FIR-003177,CT-019,IPC 379
FIR-003178,CT-022,IPC 379
FIR-003179,CT-035,IPC 498A
FIR-003180,CT-034,IPC 393
FIR-003181,CT-026,IPC 353
FIR-003182,CT-022,IPC 379
FIR-003183,CT-025,BNS TBD - verify
FIR-003184,CT-002,BNS 303
FIR-003185,CT-025,BNS TBD - verify
FIR-003186,CT-006,BNS 331 (verify)
FIR-003187,CT-003,BNS 304
FIR-003188,CT-024,BNS TBD - verify
FIR-003189,CT-012,BNS 66C
FIR-003190,CT-003,BNS 304
FIR-003191,CT-031,BNS TBD - verify
FIR-003192,CT-004,BNS TBD - verify
FIR-003193,CT-036,BNS TBD - verify
FIR-003194,CT-026,BNS TBD - verify
FIR-003195,CT-003,BNS 304
FIR-003196,CT-023,BNS TBD - verify
FIR-003197,CT-014,BNS 85
FIR-003198,CT-023,BNS TBD - verify
FIR-003199,CT-021,BNS TBD - verify
FIR-003200,CT-036,BNS TBD - verify
FIR-003201,CT-019,BNS TBD - verify
FIR-003202,CT-027,BNS TBD - verify
FIR-003203,CT-001,BNS 303
FIR-003204,CT-026,BNS TBD - verify
FIR-003205,CT-025,BNS TBD - verify
FIR-003206,CT-029,BNS TBD - verify
FIR-003207,CT-030,BNS TBD - verify
FIR-003208,CT-031,BNS TBD - verify
FIR-003209,CT-024,BNS TBD - verify
FIR-003210,CT-040,BNS TBD - verify
FIR-003211,CT-027,IPC 307
FIR-003212,CT-006,IPC 454
FIR-003213,CT-041,IPC 354D
FIR-003214,CT-001,IPC 379
FIR-003215,CT-006,IPC 454
FIR-003216,CT-015,IPC 304B
FIR-003217,CT-030,IPC 138 (NI Act)
FIR-003218,CT-036,IPC 3
FIR-003219,CT-019,IPC 379
FIR-003220,CT-034,IPC 393
FIR-003221,CT-015,IPC 304B
FIR-003222,CT-020,IPC 379
FIR-003223,CT-010,IPC 420
FIR-003224,CT-024,IPC 379
FIR-003225,CT-011,IPC 468
FIR-003226,CT-007,IPC 323
FIR-003227,CT-023,IPC 379
FIR-003228,CT-023,IPC 379
FIR-003229,CT-013,IPC 67A (IT Act)
FIR-003230,CT-004,IPC 392
FIR-003231,CT-025,IPC 379
FIR-003232,CT-015,IPC 304B
FIR-003233,CT-045,IPC 447
FIR-003234,CT-017,IPC 363
FIR-003235,CT-019,IPC 379
FIR-003236,CT-020,IPC 379
FIR-003237,CT-019,IPC 379
FIR-003238,CT-001,IPC 379
FIR-003239,CT-026,IPC 353
FIR-003240,CT-030,IPC 138 (NI Act)
FIR-003241,CT-013,IPC 67A (IT Act)
FIR-003242,CT-039,IPC 66D (IT Act)
FIR-003243,CT-024,IPC 379
FIR-003244,CT-021,IPC 379
FIR-003245,CT-018,IPC 427
FIR-003246,CT-017,IPC 363
FIR-003247,CT-021,IPC 379
FIR-003248,CT-028,IPC 506
FIR-003249,CT-024,IPC 379
FIR-003250,CT-015,IPC 304B
FIR-003251,CT-027,IPC 307
FIR-003252,CT-021,IPC 379
FIR-003253,CT-033,IPC 384
FIR-003254,CT-008,IPC 325
FIR-003255,CT-002,IPC 379
FIR-003256,CT-012,IPC 66C
FIR-003257,CT-001,IPC 379
FIR-003258,CT-020,IPC 379
FIR-003259,CT-003,IPC 379
FIR-003260,CT-037,IPC 498A
FIR-003261,CT-022,IPC 379
FIR-003262,CT-019,IPC 379
FIR-003263,CT-011,IPC 468
FIR-003264,CT-025,IPC 379
FIR-003265,CT-022,IPC 379
FIR-003266,CT-020,IPC 379
FIR-003267,CT-025,IPC 379
FIR-003268,CT-037,BNS TBD - verify
FIR-003269,CT-040,BNS TBD - verify
FIR-003270,CT-028,BNS TBD - verify
FIR-003271,CT-010,BNS 318
FIR-003272,CT-003,BNS 304
FIR-003273,CT-043,BNS TBD - verify
FIR-003274,CT-036,BNS TBD - verify
FIR-003275,CT-021,BNS TBD - verify
FIR-003276,CT-012,BNS 66C
FIR-003277,CT-015,BNS 80
FIR-003278,CT-030,BNS TBD - verify
FIR-003279,CT-015,BNS 80
FIR-003280,CT-015,BNS 80
FIR-003281,CT-013,BNS 67A (IT Act - unaffected by BNS)
FIR-003282,CT-011,BNS TBD - verify
FIR-003283,CT-039,BNS TBD - verify
FIR-003284,CT-011,BNS TBD - verify
FIR-003285,CT-030,BNS TBD - verify
FIR-003286,CT-033,BNS TBD - verify
FIR-003287,CT-003,BNS 304
FIR-003288,CT-004,BNS TBD - verify
FIR-003289,CT-036,BNS TBD - verify
FIR-003290,CT-008,BNS TBD - verify
FIR-003291,CT-033,BNS TBD - verify
FIR-003292,CT-001,BNS 303
FIR-003293,CT-009,BNS 296
FIR-003294,CT-024,BNS TBD - verify
FIR-003295,CT-002,BNS 303
FIR-003296,CT-018,IPC 427
FIR-003297,CT-028,IPC 506
FIR-003298,CT-040,IPC 66D (IT Act)
FIR-003299,CT-025,IPC 379
FIR-003300,CT-030,IPC 138 (NI Act)
FIR-003301,CT-024,IPC 379
FIR-003302,CT-014,IPC 498A
FIR-003303,CT-019,IPC 379
FIR-003304,CT-014,IPC 498A
FIR-003305,CT-010,IPC 420
FIR-003306,CT-043,IPC 458
FIR-003307,CT-023,IPC 379
FIR-003308,CT-026,IPC 353
FIR-003309,CT-026,IPC 353
FIR-003310,CT-001,IPC 379
FIR-003311,CT-033,IPC 384
FIR-003312,CT-042,IPC 457
FIR-003313,CT-024,IPC 379
FIR-003314,CT-027,IPC 307
FIR-003315,CT-027,IPC 307
FIR-003316,CT-023,IPC 379
FIR-003317,CT-001,IPC 379
FIR-003318,CT-021,IPC 379
FIR-003319,CT-003,IPC 379
FIR-003320,CT-003,IPC 379
FIR-003321,CT-042,IPC 457
FIR-003322,CT-023,IPC 379
FIR-003323,CT-039,IPC 66D (IT Act)
FIR-003324,CT-029,IPC 420
FIR-003325,CT-041,IPC 354D
FIR-003326,CT-002,IPC 379
FIR-003327,CT-002,IPC 379
FIR-003328,CT-013,IPC 67A (IT Act)
FIR-003329,CT-032,IPC 392
FIR-003330,CT-045,IPC 447
FIR-003331,CT-028,IPC 506
FIR-003332,CT-040,IPC 66D (IT Act)
FIR-003333,CT-009,IPC 394
FIR-003334,CT-006,IPC 454
FIR-003335,CT-040,IPC 66D (IT Act)
FIR-003336,CT-019,IPC 379
FIR-003337,CT-007,IPC 323
FIR-003338,CT-002,IPC 379
FIR-003339,CT-028,IPC 506
FIR-003340,CT-025,IPC 379
FIR-003341,CT-009,IPC 394
FIR-003342,CT-004,IPC 392
FIR-003343,CT-001,IPC 379
FIR-003344,CT-025,IPC 379
FIR-003345,CT-027,IPC 307
FIR-003346,CT-037,IPC 498A
FIR-003347,CT-035,IPC 498A
FIR-003348,CT-029,IPC 420
FIR-003349,CT-008,IPC 325
FIR-003350,CT-031,IPC 406
FIR-003351,CT-038,IPC 66C (IT Act)
FIR-003352,CT-020,IPC 379
FIR-003353,CT-011,BNS TBD - verify
FIR-003354,CT-020,BNS TBD - verify
FIR-003355,CT-008,BNS TBD - verify
FIR-003356,CT-026,BNS TBD - verify
FIR-003357,CT-035,BNS TBD - verify
FIR-003358,CT-030,BNS TBD - verify
FIR-003359,CT-043,BNS TBD - verify
FIR-003360,CT-002,BNS 303
FIR-003361,CT-039,BNS TBD - verify
FIR-003362,CT-019,BNS TBD - verify
FIR-003363,CT-034,BNS TBD - verify
FIR-003364,CT-004,BNS TBD - verify
FIR-003365,CT-027,BNS TBD - verify
FIR-003366,CT-001,BNS 303
FIR-003367,CT-004,BNS TBD - verify
FIR-003368,CT-028,BNS TBD - verify
FIR-003369,CT-029,BNS TBD - verify
FIR-003370,CT-009,BNS 296
FIR-003371,CT-015,BNS 80
FIR-003372,CT-007,BNS TBD - verify
FIR-003373,CT-019,BNS TBD - verify
FIR-003374,CT-039,BNS TBD - verify
FIR-003375,CT-021,BNS TBD - verify
FIR-003376,CT-002,BNS 303
FIR-003377,CT-021,BNS TBD - verify
FIR-003378,CT-011,BNS TBD - verify
FIR-003379,CT-005,BNS TBD - verify
FIR-003380,CT-032,BNS TBD - verify
FIR-003381,CT-024,IPC 379
FIR-003382,CT-002,IPC 379
FIR-003383,CT-011,IPC 468
FIR-003384,CT-015,IPC 304B
FIR-003385,CT-002,IPC 379
FIR-003386,CT-030,IPC 138 (NI Act)
FIR-003387,CT-028,IPC 506
FIR-003388,CT-042,IPC 457
FIR-003389,CT-008,IPC 325
FIR-003390,CT-031,IPC 406
FIR-003391,CT-020,IPC 379
FIR-003392,CT-001,IPC 379
FIR-003393,CT-001,IPC 379
FIR-003394,CT-015,IPC 304B
FIR-003395,CT-002,IPC 379
FIR-003396,CT-029,IPC 420
FIR-003397,CT-031,IPC 406
FIR-003398,CT-024,IPC 379
FIR-003399,CT-043,IPC 458
FIR-003400,CT-015,IPC 304B
FIR-003401,CT-032,IPC 392
FIR-003402,CT-020,IPC 379
FIR-003403,CT-037,IPC 498A
FIR-003404,CT-008,IPC 325
FIR-003405,CT-030,IPC 138 (NI Act)
FIR-003406,CT-041,IPC 354D
FIR-003407,CT-009,IPC 394
FIR-003408,CT-002,IPC 379
FIR-003409,CT-006,IPC 454
FIR-003410,CT-034,IPC 393
FIR-003411,CT-014,IPC 498A
FIR-003412,CT-021,IPC 379
FIR-003413,CT-021,IPC 379
FIR-003414,CT-009,IPC 394
FIR-003415,CT-042,IPC 457
FIR-003416,CT-017,IPC 363
FIR-003417,CT-009,IPC 394
FIR-003418,CT-020,IPC 379
FIR-003419,CT-029,IPC 420
FIR-003420,CT-027,IPC 307
FIR-003421,CT-002,IPC 379
FIR-003422,CT-023,IPC 379
FIR-003423,CT-024,IPC 379
FIR-003424,CT-014,IPC 498A
FIR-003425,CT-024,IPC 379
FIR-003426,CT-008,IPC 325
FIR-003427,CT-030,IPC 138 (NI Act)
FIR-003428,CT-024,IPC 379
FIR-003429,CT-021,IPC 379
FIR-003430,CT-024,IPC 379
FIR-003431,CT-032,IPC 392
FIR-003432,CT-015,IPC 304B
FIR-003433,CT-014,IPC 498A
FIR-003434,CT-027,IPC 307
FIR-003435,CT-011,IPC 468
FIR-003436,CT-021,IPC 379
FIR-003437,CT-009,IPC 394
FIR-003438,CT-029,BNS TBD - verify
FIR-003439,CT-034,BNS TBD - verify
FIR-003440,CT-043,BNS TBD - verify
FIR-003441,CT-041,BNS TBD - verify
FIR-003442,CT-021,BNS TBD - verify
FIR-003443,CT-042,BNS TBD - verify
FIR-003444,CT-030,BNS TBD - verify
FIR-003445,CT-023,BNS TBD - verify
FIR-003446,CT-001,BNS 303
FIR-003447,CT-008,BNS TBD - verify
FIR-003448,CT-033,BNS TBD - verify
FIR-003449,CT-029,BNS TBD - verify
FIR-003450,CT-013,BNS 67A (IT Act - unaffected by BNS)
FIR-003451,CT-019,BNS TBD - verify
FIR-003452,CT-028,BNS TBD - verify
FIR-003453,CT-002,BNS 303
FIR-003454,CT-011,BNS TBD - verify
FIR-003455,CT-015,BNS 80
FIR-003456,CT-021,BNS TBD - verify
FIR-003457,CT-026,BNS TBD - verify
FIR-003458,CT-041,BNS TBD - verify
FIR-003459,CT-024,BNS TBD - verify
FIR-003460,CT-023,BNS TBD - verify
FIR-003461,CT-025,BNS TBD - verify
FIR-003462,CT-030,BNS TBD - verify
FIR-003463,CT-014,BNS 85
FIR-003464,CT-014,BNS 85
FIR-003465,CT-022,BNS TBD - verify
FIR-003466,CT-012,IPC 66C
FIR-003467,CT-016,IPC 302
FIR-003468,CT-042,IPC 457
FIR-003469,CT-033,IPC 384
FIR-003470,CT-037,IPC 498A
FIR-003471,CT-002,IPC 379
FIR-003472,CT-022,IPC 379
FIR-003473,CT-001,IPC 379
FIR-003474,CT-025,IPC 379
FIR-003475,CT-006,IPC 454
FIR-003476,CT-001,IPC 379
FIR-003477,CT-040,IPC 66D (IT Act)
FIR-003478,CT-010,IPC 420
FIR-003479,CT-005,IPC 395
FIR-003480,CT-004,IPC 392
FIR-003481,CT-026,IPC 353
FIR-003482,CT-010,IPC 420
FIR-003483,CT-007,IPC 323
FIR-003484,CT-043,IPC 458
FIR-003485,CT-032,IPC 392
FIR-003486,CT-033,IPC 384
FIR-003487,CT-036,IPC 3
FIR-003488,CT-002,IPC 379
FIR-003489,CT-015,IPC 304B
FIR-003490,CT-002,IPC 379
FIR-003491,CT-029,IPC 420
FIR-003492,CT-019,IPC 379
FIR-003493,CT-003,IPC 379
FIR-003494,CT-003,IPC 379
FIR-003495,CT-010,IPC 420
FIR-003496,CT-022,IPC 379
FIR-003497,CT-040,IPC 66D (IT Act)
FIR-003498,CT-017,IPC 363
FIR-003499,CT-041,IPC 354D
FIR-003500,CT-020,IPC 379
FIR-003501,CT-004,IPC 392
FIR-003502,CT-032,IPC 392
FIR-003503,CT-028,IPC 506
FIR-003504,CT-033,IPC 384
FIR-003505,CT-019,IPC 379
FIR-003506,CT-032,IPC 392
FIR-003507,CT-015,IPC 304B
FIR-003508,CT-004,IPC 392
FIR-003509,CT-025,IPC 379
FIR-003510,CT-001,IPC 379
FIR-003511,CT-022,IPC 379
FIR-003512,CT-008,IPC 325
FIR-003513,CT-029,IPC 420
FIR-003514,CT-027,IPC 307
FIR-003515,CT-041,IPC 354D
FIR-003516,CT-004,IPC 392
FIR-003517,CT-021,IPC 379
FIR-003518,CT-005,IPC 395
FIR-003519,CT-013,IPC 67A (IT Act)
FIR-003520,CT-008,IPC 325
FIR-003521,CT-019,IPC 379
FIR-003522,CT-005,IPC 395
FIR-003523,CT-013,BNS 67A (IT Act - unaffected by BNS)
FIR-003524,CT-020,BNS TBD - verify
FIR-003525,CT-009,BNS 296
FIR-003526,CT-042,BNS TBD - verify
FIR-003527,CT-019,BNS TBD - verify
FIR-003528,CT-014,BNS 85
FIR-003529,CT-026,BNS TBD - verify
FIR-003530,CT-021,BNS TBD - verify
FIR-003531,CT-034,BNS TBD - verify
FIR-003532,CT-003,BNS 304
FIR-003533,CT-023,BNS TBD - verify
FIR-003534,CT-010,BNS 318
FIR-003535,CT-020,BNS TBD - verify
FIR-003536,CT-003,BNS 304
FIR-003537,CT-015,BNS 80
FIR-003538,CT-013,BNS 67A (IT Act - unaffected by BNS)
FIR-003539,CT-032,BNS TBD - verify
FIR-003540,CT-020,BNS TBD - verify
FIR-003541,CT-031,BNS TBD - verify
FIR-003542,CT-031,BNS TBD - verify
FIR-003543,CT-023,BNS TBD - verify
FIR-003544,CT-012,BNS 66C
FIR-003545,CT-022,BNS TBD - verify
FIR-003546,CT-005,BNS TBD - verify
FIR-003547,CT-016,BNS 103 (murder)
FIR-003548,CT-003,BNS 304
FIR-003549,CT-023,BNS TBD - verify
FIR-003550,CT-013,BNS 67A (IT Act - unaffected by BNS)
FIR-003551,CT-036,IPC 3
FIR-003552,CT-005,IPC 395
FIR-003553,CT-020,IPC 379
FIR-003554,CT-019,IPC 379
FIR-003555,CT-001,IPC 379
FIR-003556,CT-028,IPC 506
FIR-003557,CT-041,IPC 354D
FIR-003558,CT-029,IPC 420
FIR-003559,CT-022,IPC 379
FIR-003560,CT-003,IPC 379
FIR-003561,CT-021,IPC 379
FIR-003562,CT-008,IPC 325
FIR-003563,CT-004,IPC 392
FIR-003564,CT-021,IPC 379
FIR-003565,CT-021,IPC 379
FIR-003566,CT-042,IPC 457
FIR-003567,CT-003,IPC 379
FIR-003568,CT-010,IPC 420
FIR-003569,CT-019,IPC 379
FIR-003570,CT-011,IPC 468
FIR-003571,CT-020,IPC 379
FIR-003572,CT-011,IPC 468
FIR-003573,CT-021,IPC 379
FIR-003574,CT-009,IPC 394
FIR-003575,CT-003,IPC 379
FIR-003576,CT-035,IPC 498A
FIR-003577,CT-007,IPC 323
FIR-003578,CT-006,IPC 454
FIR-003579,CT-043,IPC 458
FIR-003580,CT-025,IPC 379
FIR-003581,CT-012,IPC 66C
FIR-003582,CT-020,IPC 379
